travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
90363,891,Visakhapatnam,Jaipur,Vesta International,3,2022-07-28,Executive,5873.0,3,3,3,17619.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,88095.0,2022-08-02
90364,891,Navi Mumbai,Vijayawada,The Kay Hotel,3,2022-08-04,Suite,7098.0,3,2,3,21294.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,149058.0,2022-08-11
90367,891,Ayodhya,Kota,Country Inn & Suites,4,2022-08-26,Deluxe,7176.0,1,2,1,7176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,21528.0,2022-08-29
90375,891,Bhubaneswar,Visakhapatnam,Hotel Akshaya,2,2022-10-20,Suite,3178.0,2,1,2,6356.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,38136.0,2022-10-26
90377,891,Prayagraj,Ranchi,Hotel Accord,2,2022-11-03,Executive,2890.0,1,1,1,2890.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,11560.0,2022-11-07
90379,892,Udaipur,Indore,Effotel Hotel,3,2019-09-27,Executive,5746.0,3,0,2,11492.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",5,57460.0,2019-10-02
90386,892,Tirupati,Vadodara,Four Points by Sheraton Vadodara,4,2019-11-14,Suite,7898.0,3,3,3,23694.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",5,118470.0,2019-11-19
90387,892,Bhopal,Hyderabad,Hotel Geetanjali,4,2019-11-22,Suite,8918.0,4,3,4,35672.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",6,214032.0,2019-11-28
90388,892,Mumbai,Surat,Surat Marriott Hotel,5,2019-11-28,Executive,13871.0,3,1,2,27742.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,55484.0,2019-11-30
90395,892,Bhopal,Chennai,Hotel Marina Inn,2,2020-01-17,Executive,3024.0,1,2,1,3024.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",1,3024.0,2020-01-18
90396,892,Prayagraj,Ranchi,Radisson Blu Hotel Ranchi,4,2020-01-23,Suite,7851.0,4,3,4,31404.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",5,157020.0,2020-01-28
90400,892,Gwalior,Chandigarh,Hotel Oyster,2,2020-02-20,Suite,4419.0,3,3,3,13257.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,66285.0,2020-02-25
90402,892,Puri,Gangtok,The Royal Plaza,3,2020-03-05,Suite,4692.0,3,2,3,14076.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",2,28152.0,2020-03-07
90403,892,Kullu-Manali,Gwalior,The Central Park,3,2020-03-12,Suite,4594.0,1,0,1,4594.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,32158.0,2020-03-19
90414,892,Chennai,Shillong,Hotel Pegasus Crown,2,2020-05-28,Deluxe,2532.0,3,0,2,5064.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,35448.0,2020-06-04
90421,892,Kota,Ahmedabad,Treebo Trend Ambassador,3,2020-07-16,Executive,3972.0,2,0,1,3972.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",2,7944.0,2020-07-18
90425,892,Dhubri,Gwalior,Taj Usha Kiran Palace,5,2020-08-13,Suite,16328.0,2,0,1,16328.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,81640.0,2020-08-18
90427,892,Vadodara,Itanagar,Hotel Arun Subansiri,3,2020-08-27,Deluxe,4595.0,2,1,2,9190.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,27570.0,2020-08-30
90429,894,Udaipur,Vadodara,The Fern Residency Vadodara,5,2019-09-26,Executive,13133.0,2,0,1,13133.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,26266.0,2019-09-28
90432,894,Hisar,Patna,Hotel Patliputra Exotica,3,2019-10-18,Suite,5838.0,3,3,3,17514.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,52542.0,2019-10-21
90433,894,Varanasi,Hyderabad,Taj Falaknuma Palace,5,2019-10-24,Deluxe,11854.0,3,2,3,35562.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",4,142248.0,2019-10-28
90434,894,Bhopal,Jamshedpur,Hotel Ganga Regency,3,2019-10-31,Suite,4912.0,1,1,1,4912.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,4912.0,2019-11-01
90435,894,Srinagar,Imphal,The Classic Hotel,3,2019-11-07,Suite,7112.0,3,0,2,14224.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,99568.0,2019-11-14
90448,894,Srinagar,Ranchi,Hotel Accord,2,2020-02-06,Deluxe,2445.0,2,0,1,2445.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,12225.0,2020-02-11
90456,894,Itanagar,Udaipur,Hotel Lakend,3,2020-05-02,Deluxe,3512.0,3,1,2,7024.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,35120.0,2020-05-07
90457,894,Shimla,Ahmedabad,Treebo Trend Ambassador,3,2020-04-09,Deluxe,3360.0,3,1,2,6720.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,40320.0,2020-04-15
90459,894,Bilaspur,Bengaluru,Hotel Nandhini,2,2020-04-23,Deluxe,2647.0,2,2,2,5294.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",4,21176.0,2020-04-27
90460,894,Ranchi,Diu,Radhika Beach Resort,5,2020-04-30,Suite,16095.0,4,0,2,32190.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",2,64380.0,2020-05-02
90469,894,Prayagraj,Jaipur,Holiday Inn Jaipur City Centre,4,2020-07-02,Deluxe,5786.0,4,2,3,17358.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,17358.0,2020-07-03
90472,894,Tirupati,Itanagar,Hotel Todo,2,2020-07-23,Deluxe,2537.0,1,0,1,2537.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,7611.0,2020-07-26
90476,894,Bhopal,Hyderabad,Hotel Grand Elite,1,2020-08-20,Suite,2122.0,1,1,1,2122.0,"['Wi-Fi', 'Parking', 'Breakfast']",6,12732.0,2020-08-26
90487,894,Nashik,Indore,Hotel Paradise,1,2020-11-05,Executive,1877.0,3,1,2,3754.0,"['Wi-Fi', 'Parking', 'Breakfast']",3,11262.0,2020-11-08
90488,894,Kolkata,Prayagraj,Hotel Harsh Ananda,3,2020-11-12,Deluxe,4754.0,2,1,2,9508.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,28524.0,2020-11-15
90489,894,Chennai,Kota,Country Inn & Suites,4,2020-11-19,Suite,9786.0,1,1,1,9786.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,68502.0,2020-11-26
90491,895,Shillong,Patna,Hotel Patliputra Exotica,3,2019-09-26,Executive,5060.0,4,3,4,20240.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,40480.0,2019-09-28
90493,895,Ludhiana,Chennai,The Accord Metropolitan,4,2019-10-10,Suite,9279.0,2,3,2,18558.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",1,18558.0,2019-10-11
90501,895,Guwahati,Raipur,Hotel Babylon Inn,3,2019-05-13,Suite,5464.0,4,3,4,21856.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,65568.0,2019-05-16
90504,895,Thiruvananthapuram,Navi Mumbai,Hotel Abbott,2,2019-12-26,Deluxe,2976.0,3,2,3,8928.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,62496.0,2020-01-02
90506,895,Mysuru,Chennai,Hotel Marina Inn,2,2020-01-09,Suite,3489.0,1,2,1,3489.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",7,24423.0,2020-01-16
90508,895,Kullu-Manali,Puducherry,Hotel Coramandal Heritage,1,2020-01-23,Suite,2764.0,4,0,2,5528.0,"['Wi-Fi', 'Parking']",7,38696.0,2020-01-30
90511,895,Shillong,Kolkata,Hotel Emirates,1,2020-02-13,Executive,1661.0,3,2,3,4983.0,"['Wi-Fi', 'Parking', 'Housekeeping']",1,4983.0,2020-02-14
90513,895,Shillong,Guwahati,Hotel Kiranshree Portico,3,2020-02-27,Deluxe,5063.0,2,0,1,5063.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,5063.0,2020-02-28
90519,895,Ahmedabad,Bhopal,Courtyard by Marriott,3,2020-04-09,Deluxe,3901.0,2,1,2,7802.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,31208.0,2020-04-13
90527,895,Pune,Mumbai,The Taj Mahal Palace,5,2020-06-04,Executive,13890.0,1,2,1,13890.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",2,27780.0,2020-06-06
90528,895,Pune,Shimla,Hotel Dreamland,1,2020-06-11,Suite,2170.0,4,0,2,4340.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",6,26040.0,2020-06-17
90529,895,Vijayawada,Thiruvananthapuram,Hotel Prathiba Heritage,2,2020-06-18,Deluxe,3000.0,4,0,2,6000.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,36000.0,2020-06-24
90531,895,Dhubri,Surat,Lords Plaza Surat,3,2020-07-02,Suite,5664.0,3,0,2,11328.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",7,79296.0,2020-07-09
90541,895,Bhubaneswar,Delhi NCR,The Hans,3,2020-09-10,Deluxe,4774.0,2,3,2,9548.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,9548.0,2020-09-11
90542,895,Bengaluru,Mysuru,Country Inn & Suites,4,2020-09-17,Deluxe,7176.0,1,2,1,7176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,21528.0,2020-09-20
90544,895,Vijayawada,Bhopal,Courtyard by Marriott,3,2020-10-01,Deluxe,3901.0,3,0,2,7802.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,15604.0,2020-10-03
90551,895,Dabolim,Jamshedpur,Alcor Hotel,5,2020-11-19,Executive,13038.0,2,3,2,26076.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,182532.0,2020-11-26
90553,895,Raigarh,Ayodhya,Taraji Resort,3,2020-12-03,Executive,5550.0,1,1,1,5550.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,22200.0,2020-12-07
90556,895,Bengaluru,Varanasi,Hotel Tridev,2,2020-12-25,Deluxe,2483.0,1,2,1,2483.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",4,9932.0,2020-12-29
90559,895,Puri,Kota,Hotel Surya Prime,2,2021-01-14,Executive,2911.0,2,0,1,2911.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",1,2911.0,2021-01-15
90560,895,Delhi NCR,Puri,Hotel Holiday Resort,3,2021-01-21,Suite,6104.0,1,2,1,6104.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,12208.0,2021-01-23
90563,895,Ahmedabad,Hisar,Hotel Grace,3,2021-02-11,Executive,4528.0,4,2,3,13584.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",6,81504.0,2021-02-17
90564,895,Itanagar,Shillong,Hotel Centre Point,3,2021-02-18,Deluxe,4005.0,1,2,1,4005.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,4005.0,2021-02-19
90566,895,Gangtok,Srinagar,Hotel New Green View,1,2021-03-04,Deluxe,1258.0,4,3,4,5032.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,10064.0,2021-03-06
90569,895,Jamshedpur,Khowai,Hotel Green View,1,2021-03-25,Executive,1794.0,4,3,4,7176.0,"['Wi-Fi', 'Parking']",5,35880.0,2021-03-30
90571,895,Dehradun,Kolkata,The Peerless Inn,3,2021-04-08,Suite,4665.0,4,3,4,18660.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",4,74640.0,2021-04-12
90573,895,Shimla,Vadodara,Hotel Alpha,2,2021-04-22,Executive,2748.0,3,1,2,5496.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,32976.0,2021-04-28
90574,895,Vijayawada,Pune,Hotel Shivkrupa,1,2021-04-29,Deluxe,2125.0,3,0,2,4250.0,"['Wi-Fi', 'Parking', 'Breakfast']",1,4250.0,2021-04-30
90578,895,Mysuru,Srinagar,Hotel Ahdoos,2,2021-05-27,Deluxe,2963.0,1,0,1,2963.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,17778.0,2021-06-02
90583,895,Coimbatore,Mysuru,The Quorum,3,2021-07-01,Deluxe,4057.0,2,0,1,4057.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,4057.0,2021-07-02
90584,895,Raigarh,Udaipur,Hotel Lakend,3,2021-07-08,Deluxe,3512.0,1,2,1,3512.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,3512.0,2021-07-09
90587,895,Chandigarh,Patna,Hotel Chanakya Inn,1,2021-07-29,Deluxe,1566.0,2,2,2,3132.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",5,15660.0,2021-08-03
90588,895,Khowai,Ranchi,Hotel Accord,2,2021-08-05,Executive,2890.0,3,0,2,5780.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,34680.0,2021-08-11
90593,895,Ayodhya,Amritsar,Hotel City Castle,1,2021-09-09,Deluxe,1356.0,1,0,1,1356.0,"['Wi-Fi', 'Parking']",5,6780.0,2021-09-14
90594,895,Hyderabad,Guwahati,Hotel Atithi,2,2021-09-16,Suite,3562.0,3,1,2,7124.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",1,7124.0,2021-09-17
90596,895,Itanagar,Prayagraj,Hotel Yatrik,1,2021-09-30,Executive,1522.0,4,3,4,6088.0,"['Wi-Fi', 'Parking']",7,42616.0,2021-10-07
90597,895,Srinagar,Chandigarh,Hotel Park Inn,1,2021-10-07,Suite,2700.0,2,3,2,5400.0,"['Wi-Fi', 'Parking']",5,27000.0,2021-10-12
90598,896,Chennai,Puducherry,The Promenade,4,2019-09-26,Executive,9008.0,4,1,3,27024.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",2,54048.0,2019-09-28
90600,896,Jamshedpur,Visakhapatnam,Treebo Trend Seaesta RK Beach,3,2019-10-10,Executive,5676.0,1,2,1,5676.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",4,22704.0,2019-10-14
90601,896,Kota,Puducherry,The Residency Towers,5,2019-10-17,Suite,15206.0,1,2,1,15206.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",2,30412.0,2019-10-19
90604,896,Jaipur,Chandigarh,Hometel Chandigarh,3,2019-11-07,Suite,4740.0,4,3,4,18960.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,37920.0,2019-11-09
90610,896,Srinagar,Ayodhya,Hotel Ramprastha,5,2019-12-19,Deluxe,11434.0,1,0,1,11434.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",4,45736.0,2019-12-23
90613,896,Dabolim,Ranchi,Radisson Blu Hotel Ranchi,4,2020-01-09,Suite,7851.0,1,0,1,7851.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,47106.0,2020-01-15
90616,896,Puri,Ludhiana,Hyatt Regency Ludhiana,5,2020-01-30,Deluxe,10933.0,1,2,1,10933.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",5,54665.0,2020-02-04
90617,896,Raigarh,Visakhapatnam,Hotel Lakshmi Grand,1,2020-02-06,Suite,2607.0,3,2,3,7821.0,"['Wi-Fi', 'Parking']",1,7821.0,2020-02-07
90618,896,Jamshedpur,Imphal,The Classic Hotel,3,2020-02-13,Suite,7112.0,4,3,4,28448.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,170688.0,2020-02-19
90623,896,Bengaluru,Kota,Hotel Madhushree,1,2020-03-19,Suite,2306.0,4,2,3,6918.0,"['Wi-Fi', 'Parking']",4,27672.0,2020-03-23
90631,896,Bhubaneswar,Jamshedpur,Hotel Ganga Regency,3,2020-05-14,Executive,4258.0,2,2,2,8516.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,51096.0,2020-05-20
90634,896,Dabolim,Raipur,Hotel Grand Arjun,2,2020-06-04,Suite,3021.0,1,1,1,3021.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,21147.0,2020-06-11
90635,896,Kolkata,Varanasi,Hotel Hindusthan International,3,2020-06-11,Suite,7292.0,1,0,1,7292.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,43752.0,2020-06-17
90637,896,Itanagar,Gangtok,Mayfair Spa Resort & Casino,5,2020-06-25,Executive,13800.0,4,0,2,27600.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,82800.0,2020-06-28
90639,896,Ahmedabad,Raipur,Hotel Simran,1,2020-07-09,Executive,1537.0,1,0,1,1537.0,"['Wi-Fi', 'Parking']",5,7685.0,2020-07-14
90647,896,Puducherry,Ahmedabad,Fortune Landmark,4,2020-09-03,Suite,7617.0,1,2,1,7617.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,38085.0,2020-09-08
90651,896,Mumbai,Shimla,Hotel Dreamland,1,2020-10-01,Suite,2170.0,3,1,2,4340.0,"['Wi-Fi', 'Parking', 'Housekeeping']",3,13020.0,2020-10-04
90653,896,Raigarh,Bhopal,Hotel Shree Vatika,2,2020-10-15,Suite,3732.0,2,3,2,7464.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,37320.0,2020-10-20
90664,896,Delhi NCR,Ludhiana,Radisson Blu Hotel Ludhiana,4,2020-12-31,Deluxe,6996.0,4,3,4,27984.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,139920.0,2021-01-05
90669,896,Navi Mumbai,Mopa,Hotel Hill Rock Suites,4,2021-03-04,Deluxe,6267.0,1,1,1,6267.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",3,18801.0,2021-03-07
90676,896,Hisar,Shimla,Radisson Hotel Shimla,4,2021-03-25,Deluxe,6750.0,1,0,1,6750.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",1,6750.0,2021-03-26
90677,896,Amritsar,Srinagar,Hotel Ahdoos,2,2021-04-01,Suite,4041.0,3,3,3,12123.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,12123.0,2021-04-02
90681,896,Prayagraj,Guwahati,Hotel Atithi,2,2021-04-29,Executive,3088.0,3,0,2,6176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,18528.0,2021-05-02
90682,896,Udaipur,Prayagraj,Hotel Milan Palace,2,2021-05-06,Suite,3266.0,1,2,1,3266.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,19596.0,2021-05-12
90683,896,Gangtok,Dhubri,Hotel Green View,1,2021-05-13,Deluxe,1518.0,4,0,2,3036.0,"['Wi-Fi', 'Parking', 'Housekeeping']",1,3036.0,2021-05-14
90691,896,Hyderabad,Itanagar,Hotel PYBSS,5,2021-07-08,Suite,15620.0,2,2,2,31240.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,218680.0,2021-07-15
90700,896,Kota,Chennai,ITC Grand Chola,5,2021-09-09,Deluxe,9063.0,3,2,3,27189.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,163134.0,2021-09-15
90706,896,Navi Mumbai,Hisar,WelcomHotel by ITC Hisar,5,2021-10-21,Deluxe,9243.0,4,3,4,36972.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,36972.0,2021-10-22
90707,896,Mumbai,Varanasi,Hotel Buddha,1,2021-10-28,Deluxe,1456.0,1,0,1,1456.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,2912.0,2021-10-30
90708,896,Pune,Dhubri,Hotel Green View,1,2021-11-04,Suite,2070.0,1,1,1,2070.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,4140.0,2021-11-06
90712,896,Guwahati,Vadodara,Hampton by Hilton Vadodara,3,2021-12-02,Executive,5095.0,1,1,1,5095.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,35665.0,2021-12-09
90714,896,Ranchi,Tirupati,Hotel Sandeep Residency,1,2021-12-16,Suite,1743.0,4,0,2,3486.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",2,6972.0,2021-12-18
90715,896,Bhubaneswar,Ahmedabad,Hotel Kamran Palace,1,2021-12-23,Executive,2343.0,3,0,2,4686.0,"['Wi-Fi', 'Parking']",1,4686.0,2021-12-24
90724,896,Gwalior,Thiruvananthapuram,Keys Select Hotel,3,2022-02-24,Suite,5499.0,4,2,3,16497.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,115479.0,2022-03-03
90732,896,Raipur,Surat,Surat Marriott Hotel,5,2022-04-21,Suite,16005.0,1,0,1,16005.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,96030.0,2022-04-27
90736,896,Navi Mumbai,Prayagraj,Hotel Harsh Ananda,3,2022-05-19,Executive,5619.0,2,3,2,11238.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,78666.0,2022-05-26
90742,896,Bengaluru,Dhubri,Hotel Highway,2,2022-06-30,Suite,3166.0,2,0,1,3166.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,15830.0,2022-07-05
90743,896,Mopa,Patna,Hotel Chanakya Inn,1,2022-08-07,Suite,2136.0,1,1,1,2136.0,"['Wi-Fi', 'Parking']",7,14952.0,2022-08-14
90745,896,Chennai,Mumbai,The Taj Mahal Palace,5,2022-07-21,Deluxe,11754.0,1,0,1,11754.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,23508.0,2022-07-23
90750,896,Dehradun,Bhubaneswar,Hotel Arya Palace,1,2022-08-25,Suite,1954.0,4,1,3,5862.0,"['Wi-Fi', 'Parking']",2,11724.0,2022-08-27
