guest_id,pax_id,special_requests,frequent_stay_hotel
GUEST04701,PAX04701,Early Check-in,HOTEL38
GUEST04702,PAX04702,None,HOTEL114
GUEST04703,PAX04703,Late Check-out,HOTEL494
GUEST04704,PAX04704,Early Check-in,HOTEL372
GUEST04705,PAX04705,None,HOTEL168
GUEST04706,PAX04706,Extra Bed,HOTEL446
GUEST04707,PAX04707,Early Check-in,HOTEL120
GUEST04708,PAX04708,Late Check-out,HOTEL253
GUEST04709,PAX04709,Extra Bed,HOTEL420
GUEST04710,PAX04710,Early Check-in,HOTEL141
GUEST04711,PAX04711,None,HOTEL20
GUEST04712,PAX04712,Early Check-in,HOTEL36
GUEST04713,PAX04713,None,HOTEL76
GUEST04714,PAX04714,None,HOTEL440
GUEST04715,PAX04715,Late Check-out,HOTEL319
GUEST04716,PAX04716,Extra Bed,HOTEL33
GUEST04717,PAX04717,None,HOTEL470
GUEST04718,PAX04718,None,HOTEL161
GUEST04719,PAX04719,Extra Bed,HOTEL120
GUEST04720,PAX04720,Late Check-out,HOTEL257
GUEST04721,PAX04721,None,HOTEL368
GUEST04722,PAX04722,None,HOTEL404
GUEST04723,PAX04723,None,HOTEL272
GUEST04724,PAX04724,Early Check-in,HOTEL260
GUEST04725,PAX04725,None,HOTEL440
GUEST04726,PAX04726,Extra Bed,HOTEL239
GUEST04727,PAX04727,Extra Bed,HOTEL390
GUEST04728,PAX04728,None,HOTEL445
GUEST04729,PAX04729,None,HOTEL266
GUEST04730,PAX04730,Late Check-out,HOTEL207
GUEST04731,PAX04731,Late Check-out,HOTEL215
GUEST04732,PAX04732,Extra Bed,HOTEL288
GUEST04733,PAX04733,Extra Bed,HOTEL230
GUEST04734,PAX04734,Late Check-out,HOTEL463
GUEST04735,PAX04735,Late Check-out,HOTEL191
GUEST04736,PAX04736,Early Check-in,HOTEL14
GUEST04737,PAX04737,Extra Bed,HOTEL374
GUEST04738,PAX04738,None,HOTEL20
GUEST04739,PAX04739,Extra Bed,HOTEL363
GUEST04740,PAX04740,Extra Bed,HOTEL360
GUEST04741,PAX04741,Late Check-out,HOTEL31
GUEST04742,PAX04742,Late Check-out,HOTEL103
GUEST04743,PAX04743,Late Check-out,HOTEL224
GUEST04744,PAX04744,Extra Bed,HOTEL264
GUEST04745,PAX04745,Late Check-out,HOTEL136
GUEST04746,PAX04746,Extra Bed,HOTEL207
GUEST04747,PAX04747,Early Check-in,HOTEL152
GUEST04748,PAX04748,None,HOTEL366
GUEST04749,PAX04749,Early Check-in,HOTEL98
GUEST04750,PAX04750,None,HOTEL306
GUEST04751,PAX04751,Early Check-in,HOTEL41
GUEST04752,PAX04752,None,HOTEL329
GUEST04753,PAX04753,Extra Bed,HOTEL449
GUEST04754,PAX04754,Late Check-out,HOTEL25
GUEST04755,PAX04755,Late Check-out,HOTEL492
GUEST04756,PAX04756,Late Check-out,HOTEL255
GUEST04757,PAX04757,None,HOTEL61
GUEST04758,PAX04758,Extra Bed,HOTEL472
GUEST04759,PAX04759,Late Check-out,HOTEL86
GUEST04760,PAX04760,Early Check-in,HOTEL308
GUEST04761,PAX04761,Late Check-out,HOTEL281
GUEST04762,PAX04762,Early Check-in,HOTEL452
GUEST04763,PAX04763,Extra Bed,HOTEL470
GUEST04764,PAX04764,Extra Bed,HOTEL259
GUEST04765,PAX04765,Extra Bed,HOTEL97
GUEST04766,PAX04766,None,HOTEL168
GUEST04767,PAX04767,Early Check-in,HOTEL113
GUEST04768,PAX04768,Early Check-in,HOTEL12
GUEST04769,PAX04769,None,HOTEL437
GUEST04770,PAX04770,Early Check-in,HOTEL110
GUEST04771,PAX04771,Late Check-out,HOTEL417
GUEST04772,PAX04772,None,HOTEL168
GUEST04773,PAX04773,Extra Bed,HOTEL154
GUEST04774,PAX04774,None,HOTEL238
GUEST04775,PAX04775,Extra Bed,HOTEL172
GUEST04776,PAX04776,Extra Bed,HOTEL281
GUEST04777,PAX04777,Late Check-out,HOTEL307
GUEST04778,PAX04778,Early Check-in,HOTEL384
GUEST04779,PAX04779,Extra Bed,HOTEL392
GUEST04780,PAX04780,Late Check-out,HOTEL196
GUEST04781,PAX04781,None,HOTEL423
GUEST04782,PAX04782,Early Check-in,HOTEL398
GUEST04783,PAX04783,None,HOTEL415
GUEST04784,PAX04784,Extra Bed,HOTEL182
GUEST04785,PAX04785,None,HOTEL398
GUEST04786,PAX04786,Late Check-out,HOTEL395
GUEST04787,PAX04787,Extra Bed,HOTEL140
GUEST04788,PAX04788,Early Check-in,HOTEL185
GUEST04789,PAX04789,None,HOTEL159
GUEST04790,PAX04790,Late Check-out,HOTEL143
GUEST04791,PAX04791,Early Check-in,HOTEL269
GUEST04792,PAX04792,Early Check-in,HOTEL301
GUEST04793,PAX04793,None,HOTEL14
GUEST04794,PAX04794,Early Check-in,HOTEL497
GUEST04795,PAX04795,Late Check-out,HOTEL480
GUEST04796,PAX04796,None,HOTEL384
GUEST04797,PAX04797,None,HOTEL156
GUEST04798,PAX04798,None,HOTEL47
GUEST04799,PAX04799,None,HOTEL18
GUEST04800,PAX04800,None,HOTEL196
GUEST04801,PAX04801,Early Check-in,HOTEL257
GUEST04802,PAX04802,None,HOTEL242
GUEST04803,PAX04803,Extra Bed,HOTEL359
GUEST04804,PAX04804,Late Check-out,HOTEL454
GUEST04805,PAX04805,Early Check-in,HOTEL358
GUEST04806,PAX04806,None,HOTEL381
GUEST04807,PAX04807,Extra Bed,HOTEL152
GUEST04808,PAX04808,Extra Bed,HOTEL8
GUEST04809,PAX04809,None,HOTEL192
GUEST04810,PAX04810,Late Check-out,HOTEL108
GUEST04811,PAX04811,Early Check-in,HOTEL454
GUEST04812,PAX04812,Extra Bed,HOTEL289
GUEST04813,PAX04813,None,HOTEL292
GUEST04814,PAX04814,Early Check-in,HOTEL467
GUEST04815,PAX04815,Extra Bed,HOTEL108
GUEST04816,PAX04816,Early Check-in,HOTEL125
GUEST04817,PAX04817,Extra Bed,HOTEL117
GUEST04818,PAX04818,Late Check-out,HOTEL436
GUEST04819,PAX04819,Late Check-out,HOTEL61
GUEST04820,PAX04820,Extra Bed,HOTEL291
GUEST04821,PAX04821,None,HOTEL115
GUEST04822,PAX04822,Late Check-out,HOTEL173
GUEST04823,PAX04823,None,HOTEL232
GUEST04824,PAX04824,Extra Bed,HOTEL42
GUEST04825,PAX04825,Late Check-out,HOTEL152
GUEST04826,PAX04826,Early Check-in,HOTEL393
GUEST04827,PAX04827,None,HOTEL194
GUEST04828,PAX04828,Extra Bed,HOTEL296
GUEST04829,PAX04829,None,HOTEL423
GUEST04830,PAX04830,Early Check-in,HOTEL404
GUEST04831,PAX04831,None,HOTEL476
GUEST04832,PAX04832,None,HOTEL491
GUEST04833,PAX04833,Late Check-out,HOTEL306
GUEST04834,PAX04834,None,HOTEL181
GUEST04835,PAX04835,Extra Bed,HOTEL360
GUEST04836,PAX04836,Late Check-out,HOTEL250
GUEST04837,PAX04837,Late Check-out,HOTEL63
GUEST04838,PAX04838,Late Check-out,HOTEL60
GUEST04839,PAX04839,None,HOTEL260
GUEST04840,PAX04840,Extra Bed,HOTEL280
GUEST04841,PAX04841,None,HOTEL326
GUEST04842,PAX04842,Early Check-in,HOTEL55
GUEST04843,PAX04843,None,HOTEL45
GUEST04844,PAX04844,Early Check-in,HOTEL12
GUEST04845,PAX04845,Early Check-in,HOTEL158
GUEST04846,PAX04846,Early Check-in,HOTEL457
GUEST04847,PAX04847,Early Check-in,HOTEL275
GUEST04848,PAX04848,None,HOTEL8
GUEST04849,PAX04849,None,HOTEL426
GUEST04850,PAX04850,None,HOTEL243
GUEST04851,PAX04851,Early Check-in,HOTEL147
GUEST04852,PAX04852,Extra Bed,HOTEL186
GUEST04853,PAX04853,Late Check-out,HOTEL220
GUEST04854,PAX04854,Early Check-in,HOTEL373
GUEST04855,PAX04855,Late Check-out,HOTEL274
GUEST04856,PAX04856,Early Check-in,HOTEL47
GUEST04857,PAX04857,Late Check-out,HOTEL459
GUEST04858,PAX04858,Extra Bed,HOTEL321
GUEST04859,PAX04859,Early Check-in,HOTEL113
GUEST04860,PAX04860,None,HOTEL162
GUEST04861,PAX04861,Late Check-out,HOTEL175
GUEST04862,PAX04862,None,HOTEL193
GUEST04863,PAX04863,Late Check-out,HOTEL58
GUEST04864,PAX04864,Extra Bed,HOTEL452
GUEST04865,PAX04865,Late Check-out,HOTEL104
GUEST04866,PAX04866,Extra Bed,HOTEL278
GUEST04867,PAX04867,None,HOTEL306
GUEST04868,PAX04868,Extra Bed,HOTEL362
GUEST04869,PAX04869,Late Check-out,HOTEL375
GUEST04870,PAX04870,Extra Bed,HOTEL112
GUEST04871,PAX04871,None,HOTEL408
GUEST04872,PAX04872,Late Check-out,HOTEL284
GUEST04873,PAX04873,Early Check-in,HOTEL369
GUEST04874,PAX04874,None,HOTEL68
GUEST04875,PAX04875,None,HOTEL378
GUEST04876,PAX04876,Extra Bed,HOTEL274
GUEST04877,PAX04877,Early Check-in,HOTEL86
GUEST04878,PAX04878,None,HOTEL426
GUEST04879,PAX04879,Extra Bed,HOTEL275
GUEST04880,PAX04880,None,HOTEL132
GUEST04881,PAX04881,None,HOTEL7
GUEST04882,PAX04882,Late Check-out,HOTEL360
GUEST04883,PAX04883,Extra Bed,HOTEL135
GUEST04884,PAX04884,Early Check-in,HOTEL76
GUEST04885,PAX04885,Early Check-in,HOTEL431
GUEST04886,PAX04886,Late Check-out,HOTEL442
GUEST04887,PAX04887,Early Check-in,HOTEL120
GUEST04888,PAX04888,Early Check-in,HOTEL48
GUEST04889,PAX04889,None,HOTEL431
GUEST04890,PAX04890,Early Check-in,HOTEL82
GUEST04891,PAX04891,Late Check-out,HOTEL106
GUEST04892,PAX04892,Late Check-out,HOTEL184
GUEST04893,PAX04893,Late Check-out,HOTEL94
GUEST04894,PAX04894,Extra Bed,HOTEL14
GUEST04895,PAX04895,Late Check-out,HOTEL15
GUEST04896,PAX04896,Late Check-out,HOTEL179
GUEST04897,PAX04897,Extra Bed,HOTEL488
GUEST04898,PAX04898,Late Check-out,HOTEL136
GUEST04899,PAX04899,None,HOTEL352
GUEST04900,PAX04900,Late Check-out,HOTEL50
GUEST04901,PAX04901,Early Check-in,HOTEL184
GUEST04902,PAX04902,Early Check-in,HOTEL458
GUEST04903,PAX04903,Early Check-in,HOTEL296
GUEST04904,PAX04904,Extra Bed,HOTEL137
GUEST04905,PAX04905,Late Check-out,HOTEL281
GUEST04906,PAX04906,None,HOTEL35
GUEST04907,PAX04907,Extra Bed,HOTEL282
GUEST04908,PAX04908,None,HOTEL16
GUEST04909,PAX04909,Early Check-in,HOTEL238
GUEST04910,PAX04910,Late Check-out,HOTEL34
GUEST04911,PAX04911,None,HOTEL404
GUEST04912,PAX04912,Extra Bed,HOTEL144
GUEST04913,PAX04913,Early Check-in,HOTEL44
GUEST04914,PAX04914,Late Check-out,HOTEL245
GUEST04915,PAX04915,Extra Bed,HOTEL67
GUEST04916,PAX04916,Early Check-in,HOTEL13
GUEST04917,PAX04917,Early Check-in,HOTEL465
GUEST04918,PAX04918,Extra Bed,HOTEL228
GUEST04919,PAX04919,Extra Bed,HOTEL211
GUEST04920,PAX04920,Late Check-out,HOTEL225
GUEST04921,PAX04921,None,HOTEL293
GUEST04922,PAX04922,None,HOTEL213
GUEST04923,PAX04923,Late Check-out,HOTEL243
GUEST04924,PAX04924,Early Check-in,HOTEL302
GUEST04925,PAX04925,Extra Bed,HOTEL496
GUEST04926,PAX04926,Extra Bed,HOTEL211
GUEST04927,PAX04927,Late Check-out,HOTEL246
GUEST04928,PAX04928,None,HOTEL237
GUEST04929,PAX04929,Late Check-out,HOTEL167
GUEST04930,PAX04930,None,HOTEL442
GUEST04931,PAX04931,Extra Bed,HOTEL92
GUEST04932,PAX04932,Late Check-out,HOTEL350
GUEST04933,PAX04933,Late Check-out,HOTEL229
GUEST04934,PAX04934,Extra Bed,HOTEL19
GUEST04935,PAX04935,None,HOTEL7
GUEST04936,PAX04936,Late Check-out,HOTEL291
GUEST04937,PAX04937,Early Check-in,HOTEL162
GUEST04938,PAX04938,Early Check-in,HOTEL476
GUEST04939,PAX04939,Late Check-out,HOTEL68
GUEST04940,PAX04940,Late Check-out,HOTEL467
GUEST04941,PAX04941,Late Check-out,HOTEL179
GUEST04942,PAX04942,Late Check-out,HOTEL54
GUEST04943,PAX04943,Extra Bed,HOTEL230
GUEST04944,PAX04944,None,HOTEL79
GUEST04945,PAX04945,Extra Bed,HOTEL11
GUEST04946,PAX04946,Extra Bed,HOTEL294
GUEST04947,PAX04947,Extra Bed,HOTEL167
GUEST04948,PAX04948,Extra Bed,HOTEL14
GUEST04949,PAX04949,Extra Bed,HOTEL51
GUEST04950,PAX04950,None,HOTEL342
GUEST04951,PAX04951,None,HOTEL276
GUEST04952,PAX04952,Extra Bed,HOTEL133
GUEST04953,PAX04953,Late Check-out,HOTEL123
GUEST04954,PAX04954,Extra Bed,HOTEL494
GUEST04955,PAX04955,Late Check-out,HOTEL214
GUEST04956,PAX04956,None,HOTEL39
GUEST04957,PAX04957,Extra Bed,HOTEL455
GUEST04958,PAX04958,None,HOTEL304
GUEST04959,PAX04959,Early Check-in,HOTEL180
GUEST04960,PAX04960,Late Check-out,HOTEL401
GUEST04961,PAX04961,Extra Bed,HOTEL292
GUEST04962,PAX04962,Early Check-in,HOTEL205
GUEST04963,PAX04963,Early Check-in,HOTEL258
GUEST04964,PAX04964,Late Check-out,HOTEL114
GUEST04965,PAX04965,Late Check-out,HOTEL234
GUEST04966,PAX04966,Late Check-out,HOTEL270
GUEST04967,PAX04967,Early Check-in,HOTEL125
GUEST04968,PAX04968,None,HOTEL287
GUEST04969,PAX04969,Extra Bed,HOTEL342
GUEST04970,PAX04970,Extra Bed,HOTEL105
GUEST04971,PAX04971,Early Check-in,HOTEL239
GUEST04972,PAX04972,Extra Bed,HOTEL419
GUEST04973,PAX04973,None,HOTEL360
GUEST04974,PAX04974,None,HOTEL431
GUEST04975,PAX04975,Late Check-out,HOTEL273
GUEST04976,PAX04976,Late Check-out,HOTEL469
GUEST04977,PAX04977,None,HOTEL19
GUEST04978,PAX04978,None,HOTEL272
GUEST04979,PAX04979,Extra Bed,HOTEL413
GUEST04980,PAX04980,Late Check-out,HOTEL194
GUEST04981,PAX04981,None,HOTEL232
GUEST04982,PAX04982,None,HOTEL429
GUEST04983,PAX04983,None,HOTEL122
GUEST04984,PAX04984,Early Check-in,HOTEL408
GUEST04985,PAX04985,None,HOTEL51
GUEST04986,PAX04986,None,HOTEL338
GUEST04987,PAX04987,None,HOTEL163
GUEST04988,PAX04988,Early Check-in,HOTEL171
GUEST04989,PAX04989,Late Check-out,HOTEL177
GUEST04990,PAX04990,None,HOTEL236
GUEST04991,PAX04991,Early Check-in,HOTEL467
GUEST04992,PAX04992,Extra Bed,HOTEL369
GUEST04993,PAX04993,Extra Bed,HOTEL222
GUEST04994,PAX04994,Early Check-in,HOTEL388
GUEST04995,PAX04995,Late Check-out,HOTEL98
GUEST04996,PAX04996,None,HOTEL107
GUEST04997,PAX04997,Extra Bed,HOTEL122
GUEST04998,PAX04998,None,HOTEL419
GUEST04999,PAX04999,Early Check-in,HOTEL447
GUEST05000,PAX05000,Extra Bed,HOTEL228
GUEST05001,PAX05001,Late Check-out,HOTEL364
GUEST05002,PAX05002,Late Check-out,HOTEL32
GUEST05003,PAX05003,Early Check-in,HOTEL487
GUEST05004,PAX05004,Extra Bed,HOTEL101
GUEST05005,PAX05005,Early Check-in,HOTEL32
GUEST05006,PAX05006,Extra Bed,HOTEL316
GUEST05007,PAX05007,Early Check-in,HOTEL332
GUEST05008,PAX05008,Early Check-in,HOTEL213
GUEST05009,PAX05009,Early Check-in,HOTEL464
GUEST05010,PAX05010,None,HOTEL371
GUEST05011,PAX05011,None,HOTEL314
GUEST05012,PAX05012,Extra Bed,HOTEL112
GUEST05013,PAX05013,Late Check-out,HOTEL383
GUEST05014,PAX05014,None,HOTEL236
GUEST05015,PAX05015,Extra Bed,HOTEL168
GUEST05016,PAX05016,None,HOTEL416
GUEST05017,PAX05017,Extra Bed,HOTEL92
GUEST05018,PAX05018,Extra Bed,HOTEL431
GUEST05019,PAX05019,Late Check-out,HOTEL405
GUEST05020,PAX05020,None,HOTEL325
GUEST05021,PAX05021,Early Check-in,HOTEL496
GUEST05022,PAX05022,None,HOTEL350
GUEST05023,PAX05023,Extra Bed,HOTEL184
GUEST05024,PAX05024,Extra Bed,HOTEL133
GUEST05025,PAX05025,Late Check-out,HOTEL415
GUEST05026,PAX05026,None,HOTEL107
GUEST05027,PAX05027,Late Check-out,HOTEL301
GUEST05028,PAX05028,Early Check-in,HOTEL254
GUEST05029,PAX05029,None,HOTEL484
GUEST05030,PAX05030,Late Check-out,HOTEL480
GUEST05031,PAX05031,Extra Bed,HOTEL327
GUEST05032,PAX05032,None,HOTEL112
GUEST05033,PAX05033,None,HOTEL315
GUEST05034,PAX05034,Extra Bed,HOTEL309
GUEST05035,PAX05035,Extra Bed,HOTEL481
GUEST05036,PAX05036,None,HOTEL202
GUEST05037,PAX05037,Extra Bed,HOTEL150
GUEST05038,PAX05038,Early Check-in,HOTEL401
GUEST05039,PAX05039,None,HOTEL377
GUEST05040,PAX05040,Late Check-out,HOTEL476
GUEST05041,PAX05041,None,HOTEL2
GUEST05042,PAX05042,Early Check-in,HOTEL122
GUEST05043,PAX05043,None,HOTEL61
GUEST05044,PAX05044,Early Check-in,HOTEL338
GUEST05045,PAX05045,Early Check-in,HOTEL176
GUEST05046,PAX05046,Extra Bed,HOTEL241
GUEST05047,PAX05047,Late Check-out,HOTEL24
GUEST05048,PAX05048,Extra Bed,HOTEL421
GUEST05049,PAX05049,None,HOTEL290
GUEST05050,PAX05050,Early Check-in,HOTEL308
GUEST05051,PAX05051,None,HOTEL420
GUEST05052,PAX05052,Early Check-in,HOTEL47
GUEST05053,PAX05053,Early Check-in,HOTEL331
GUEST05054,PAX05054,Extra Bed,HOTEL423
GUEST05055,PAX05055,Extra Bed,HOTEL430
GUEST05056,PAX05056,None,HOTEL337
GUEST05057,PAX05057,None,HOTEL39
GUEST05058,PAX05058,Late Check-out,HOTEL312
GUEST05059,PAX05059,Extra Bed,HOTEL339
GUEST05060,PAX05060,Late Check-out,HOTEL136
GUEST05061,PAX05061,None,HOTEL352
GUEST05062,PAX05062,None,HOTEL72
GUEST05063,PAX05063,Early Check-in,HOTEL57
GUEST05064,PAX05064,Early Check-in,HOTEL232
GUEST05065,PAX05065,None,HOTEL216
GUEST05066,PAX05066,Late Check-out,HOTEL19
GUEST05067,PAX05067,None,HOTEL212
GUEST05068,PAX05068,Late Check-out,HOTEL319
GUEST05069,PAX05069,None,HOTEL395
GUEST05070,PAX05070,Extra Bed,HOTEL65
GUEST05071,PAX05071,Late Check-out,HOTEL178
GUEST05072,PAX05072,Late Check-out,HOTEL240
GUEST05073,PAX05073,Extra Bed,HOTEL65
GUEST05074,PAX05074,Extra Bed,HOTEL255
GUEST05075,PAX05075,None,HOTEL8
GUEST05076,PAX05076,Early Check-in,HOTEL417
GUEST05077,PAX05077,Late Check-out,HOTEL204
GUEST05078,PAX05078,Extra Bed,HOTEL280
GUEST05079,PAX05079,None,HOTEL281
GUEST05080,PAX05080,Late Check-out,HOTEL174
GUEST05081,PAX05081,Late Check-out,HOTEL416
GUEST05082,PAX05082,Early Check-in,HOTEL267
GUEST05083,PAX05083,Late Check-out,HOTEL140
GUEST05084,PAX05084,Extra Bed,HOTEL93
GUEST05085,PAX05085,Late Check-out,HOTEL16
GUEST05086,PAX05086,Late Check-out,HOTEL432
GUEST05087,PAX05087,None,HOTEL348
GUEST05088,PAX05088,None,HOTEL83
GUEST05089,PAX05089,Late Check-out,HOTEL309
GUEST05090,PAX05090,Early Check-in,HOTEL107
GUEST05091,PAX05091,Extra Bed,HOTEL44
GUEST05092,PAX05092,None,HOTEL480
GUEST05093,PAX05093,Late Check-out,HOTEL169
GUEST05094,PAX05094,Early Check-in,HOTEL442
GUEST05095,PAX05095,Extra Bed,HOTEL85
GUEST05096,PAX05096,None,HOTEL291
GUEST05097,PAX05097,Early Check-in,HOTEL470
GUEST05098,PAX05098,Early Check-in,HOTEL273
GUEST05099,PAX05099,Extra Bed,HOTEL195
GUEST05100,PAX05100,Late Check-out,HOTEL152
GUEST05101,PAX05101,Extra Bed,HOTEL192
GUEST05102,PAX05102,None,HOTEL468
GUEST05103,PAX05103,None,HOTEL225
GUEST05104,PAX05104,Late Check-out,HOTEL428
GUEST05105,PAX05105,Extra Bed,HOTEL166
GUEST05106,PAX05106,Early Check-in,HOTEL257
GUEST05107,PAX05107,Early Check-in,HOTEL266
GUEST05108,PAX05108,Early Check-in,HOTEL261
GUEST05109,PAX05109,None,HOTEL37
GUEST05110,PAX05110,None,HOTEL172
GUEST05111,PAX05111,None,HOTEL456
GUEST05112,PAX05112,None,HOTEL280
GUEST05113,PAX05113,Extra Bed,HOTEL225
GUEST05114,PAX05114,None,HOTEL189
GUEST05115,PAX05115,None,HOTEL452
GUEST05116,PAX05116,Extra Bed,HOTEL204
GUEST05117,PAX05117,Late Check-out,HOTEL224
GUEST05118,PAX05118,Early Check-in,HOTEL338
GUEST05119,PAX05119,None,HOTEL69
GUEST05120,PAX05120,None,HOTEL234
GUEST05121,PAX05121,None,HOTEL218
GUEST05122,PAX05122,None,HOTEL115
GUEST05123,PAX05123,None,HOTEL157
GUEST05124,PAX05124,Extra Bed,HOTEL156
GUEST05125,PAX05125,Early Check-in,HOTEL22
GUEST05126,PAX05126,Early Check-in,HOTEL237
GUEST05127,PAX05127,Early Check-in,HOTEL113
GUEST05128,PAX05128,Early Check-in,HOTEL269
GUEST05129,PAX05129,Extra Bed,HOTEL32
GUEST05130,PAX05130,Extra Bed,HOTEL413
GUEST05131,PAX05131,Extra Bed,HOTEL150
GUEST05132,PAX05132,Extra Bed,HOTEL166
GUEST05133,PAX05133,Early Check-in,HOTEL350
GUEST05134,PAX05134,Early Check-in,HOTEL243
GUEST05135,PAX05135,None,HOTEL252
GUEST05136,PAX05136,Extra Bed,HOTEL254
GUEST05137,PAX05137,None,HOTEL122
GUEST05138,PAX05138,Extra Bed,HOTEL209
GUEST05139,PAX05139,Late Check-out,HOTEL367
GUEST05140,PAX05140,Early Check-in,HOTEL120
GUEST05141,PAX05141,Extra Bed,HOTEL196
GUEST05142,PAX05142,Late Check-out,HOTEL233
GUEST05143,PAX05143,Early Check-in,HOTEL273
GUEST05144,PAX05144,Extra Bed,HOTEL62
GUEST05145,PAX05145,Early Check-in,HOTEL473
GUEST05146,PAX05146,None,HOTEL168
GUEST05147,PAX05147,Early Check-in,HOTEL161
GUEST05148,PAX05148,Extra Bed,HOTEL31
GUEST05149,PAX05149,Late Check-out,HOTEL214
GUEST05150,PAX05150,Extra Bed,HOTEL159
GUEST05151,PAX05151,Late Check-out,HOTEL377
GUEST05152,PAX05152,Early Check-in,HOTEL224
GUEST05153,PAX05153,None,HOTEL207
GUEST05154,PAX05154,Early Check-in,HOTEL326
GUEST05155,PAX05155,Early Check-in,HOTEL200
GUEST05156,PAX05156,None,HOTEL131
GUEST05157,PAX05157,Late Check-out,HOTEL390
GUEST05158,PAX05158,Early Check-in,HOTEL251
GUEST05159,PAX05159,Extra Bed,HOTEL190
GUEST05160,PAX05160,Early Check-in,HOTEL420
GUEST05161,PAX05161,Extra Bed,HOTEL206
GUEST05162,PAX05162,Late Check-out,HOTEL265
GUEST05163,PAX05163,Early Check-in,HOTEL135
GUEST05164,PAX05164,Extra Bed,HOTEL367
GUEST05165,PAX05165,Early Check-in,HOTEL434
GUEST05166,PAX05166,Extra Bed,HOTEL481
GUEST05167,PAX05167,Late Check-out,HOTEL362
GUEST05168,PAX05168,Early Check-in,HOTEL230
GUEST05169,PAX05169,None,HOTEL57
GUEST05170,PAX05170,Extra Bed,HOTEL227
GUEST05171,PAX05171,None,HOTEL431
GUEST05172,PAX05172,None,HOTEL117
GUEST05173,PAX05173,Early Check-in,HOTEL269
GUEST05174,PAX05174,Early Check-in,HOTEL145
GUEST05175,PAX05175,Early Check-in,HOTEL313
GUEST05176,PAX05176,Late Check-out,HOTEL413
GUEST05177,PAX05177,Early Check-in,HOTEL306
GUEST05178,PAX05178,None,HOTEL226
GUEST05179,PAX05179,Late Check-out,HOTEL469
GUEST05180,PAX05180,Early Check-in,HOTEL224
GUEST05181,PAX05181,Early Check-in,HOTEL171
GUEST05182,PAX05182,Extra Bed,HOTEL212
GUEST05183,PAX05183,Extra Bed,HOTEL245
GUEST05184,PAX05184,Early Check-in,HOTEL75
GUEST05185,PAX05185,Late Check-out,HOTEL348
GUEST05186,PAX05186,None,HOTEL62
GUEST05187,PAX05187,Late Check-out,HOTEL65
GUEST05188,PAX05188,None,HOTEL105
GUEST05189,PAX05189,None,HOTEL204
GUEST05190,PAX05190,Late Check-out,HOTEL247
GUEST05191,PAX05191,Extra Bed,HOTEL93
GUEST05192,PAX05192,Extra Bed,HOTEL219
GUEST05193,PAX05193,Extra Bed,HOTEL169
GUEST05194,PAX05194,Early Check-in,HOTEL166
GUEST05195,PAX05195,Early Check-in,HOTEL482
GUEST05196,PAX05196,None,HOTEL382
GUEST05197,PAX05197,Extra Bed,HOTEL319
GUEST05198,PAX05198,Late Check-out,HOTEL228
GUEST05199,PAX05199,Late Check-out,HOTEL232
GUEST05200,PAX05200,Extra Bed,HOTEL452
GUEST05201,PAX05201,Extra Bed,HOTEL49
GUEST05202,PAX05202,Early Check-in,HOTEL143
GUEST05203,PAX05203,Early Check-in,HOTEL304
GUEST05204,PAX05204,Extra Bed,HOTEL49
GUEST05205,PAX05205,Early Check-in,HOTEL57
GUEST05206,PAX05206,None,HOTEL373
GUEST05207,PAX05207,Early Check-in,HOTEL255
GUEST05208,PAX05208,Early Check-in,HOTEL261
GUEST05209,PAX05209,Early Check-in,HOTEL355
GUEST05210,PAX05210,Late Check-out,HOTEL393
GUEST05211,PAX05211,Late Check-out,HOTEL112
GUEST05212,PAX05212,Extra Bed,HOTEL471
GUEST05213,PAX05213,Late Check-out,HOTEL453
GUEST05214,PAX05214,Late Check-out,HOTEL77
GUEST05215,PAX05215,None,HOTEL257
GUEST05216,PAX05216,None,HOTEL242
GUEST05217,PAX05217,Early Check-in,HOTEL252
GUEST05218,PAX05218,Extra Bed,HOTEL304
GUEST05219,PAX05219,Early Check-in,HOTEL128
GUEST05220,PAX05220,Early Check-in,HOTEL289
GUEST05221,PAX05221,Early Check-in,HOTEL379
GUEST05222,PAX05222,Early Check-in,HOTEL404
GUEST05223,PAX05223,Early Check-in,HOTEL480
GUEST05224,PAX05224,Late Check-out,HOTEL62
GUEST05225,PAX05225,Extra Bed,HOTEL437
GUEST05226,PAX05226,Extra Bed,HOTEL91
GUEST05227,PAX05227,Late Check-out,HOTEL76
GUEST05228,PAX05228,None,HOTEL4
GUEST05229,PAX05229,Extra Bed,HOTEL358
GUEST05230,PAX05230,Early Check-in,HOTEL74
GUEST05231,PAX05231,None,HOTEL27
GUEST05232,PAX05232,None,HOTEL195
GUEST05233,PAX05233,Extra Bed,HOTEL477
GUEST05234,PAX05234,Early Check-in,HOTEL320
GUEST05235,PAX05235,Early Check-in,HOTEL98
GUEST05236,PAX05236,Early Check-in,HOTEL498
GUEST05237,PAX05237,Late Check-out,HOTEL281
GUEST05238,PAX05238,Late Check-out,HOTEL116
GUEST05239,PAX05239,Late Check-out,HOTEL225
GUEST05240,PAX05240,Early Check-in,HOTEL52
GUEST05241,PAX05241,Early Check-in,HOTEL27
GUEST05242,PAX05242,None,HOTEL417
GUEST05243,PAX05243,Early Check-in,HOTEL244
GUEST05244,PAX05244,Early Check-in,HOTEL116
GUEST05245,PAX05245,Late Check-out,HOTEL26
