Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Leanne D;Fantastic holiday;Our eight night stay featured amazing cultural dinners with spectacular cuisine. The kids loved all the facilities and were even taught how to scuba dive in the pool. A dream escape!!;5;0;0;0;0;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Saleem M;Grand relaxing beach hotel!;One of the oldest and best hotels in Nusa Dua. Whoever looks for relaxing fun beach and pool experience then this hotel would be the answer. Could use however some room furniture & corridors renovation;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Wayne B;Club lounge;This place has the best afternoon tea and evening drinks in the area for the price you pay. Garden rooms are quiet and relaxing. It is ideal for couples ,older and young,plus families too. This place is worth every cent you pay.;5;1;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Tunc Aktas;Good Relaxing Moments;Everything is almost perfect except the shallow ocean. You can't swim in it. But other than that the hotel has everything you need. 2 big swimming pools with perfect depths (some points has more than 2 meters depth), pool bar, all places are clean, perfect breakfest, large room size, comfortable bed, close to the restaurants (if you don't want to eat at hotel).;5;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Nic L;Serenity in Bali;The Nusa dualities is fantastic, beautiful gardens, well groomed beach and clean pool. Breakfast was amazing and our favourite time of day which is not like us a all. The beds were ultra comfortable. Would definitely return.;5;0;0;0;0;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;NickTH;Outstanding Hotel;Outstanding hotel. We had 2 delux adjoining rooms on the first floor for 4 people. Very nice rooms. Price was reasonable. Beach was nice, good selection of avail loungers. We did not use the pool, but it looked very nice. We only ate at Friday night's seafood buffet & fire dance show. It was expensive, but well worth it. We took the free shuttle to the Bali Collection shopping center 10 minutes away everyday for dinner, which had much more dinning options for a much better price. Highly recommended hotel.;5;1;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Robert S;Beautiful but ageing;Stayed here for 8 days on a luxury escapes deal that included a premium room, all inclusive meals & daily free flow drinks from 3-6. The rooms were spacious, classically Balinese & kept to a pretty good cleanliness but they did come across as a bit old, especially with all the new resorts & upgrades & renovations that seem to be occurring all over Bali. As is the norm many things within the hotel were on the pricey side (eg massages), luckily our package included 2 massages each but we chose to go out of the hotel once the;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Julie Ross;Beautiful hotel with impressive entrance!;We visited recently for my husband and brother-in-law's 60th birthday - yes they are twins! The hotel looked after us extremely well, with a pleasant welcome. The rooms (we stayed in Palace Club Suites) were spacious and the balcony large. The silver service breakfast was very good. Particularly, Gin and Eka. Thank you. The beach is very nice, although quite shallow as there is a sandy reef which is exposed when the tide is out. The beach is kept very clean and tidy, the sunbeds are comfortable and also service for drinks as and when. The lobby is spacious and has many beautiful artworks and two pond with fish.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;135staceyd;Amazing resort;It was our first time to Bali and so glad we picked this resort. Locations were amazing. We had adjoining rooms and they were very spacious for 3 adults. Enjoyed the themed nights the hotel put on. The hotel grounds are immaculate. Loved everything about this place. Would definitely stay again.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;jameel27;Just an ordinary hotel;It’s very old looking hotels. The rooms are good. The enetrance of the hotel needs to be re designed. The breakfast spread is just ok. No wow factor at all. Very ordinary place but costly;3;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Valwong14;Nusa Dua Beach;My room was nice and clean. I loved the amenities.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Quest670087;Bali Trip;We found the Hotel staff and amenities were excellent, especially the buffet breakfast..The rooms were a little dated but kept very clean. The drinks prices we found, were expensive!!! E.G 1 small can of Tonic water was almost $7 Australian and only $1 elsewhere??? Only 2 coffee sachets a day in room, had to keep asking for top ups, a little embarrassing!!;3;1;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;SivaramaGavini;Good hospitality;Hotel has built in a very good local architecture and there is a lot of local trandition you can observe. Rooms a very clean and have all the required amenities.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Marcia G;Great hotel for older couples;Excellent grounds and restaurants. Rooms were large and lovely. Lovely sitting at the beach restaurant in the evening. It’s a great location.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;tswebber;Definitely five star;Excellent location, has a nice lengths swimming pool and every facility you could want. Very reasonable room service prices. Shuttle service to shopping centre leave every hour. Staff very happy to help in any way. Great place to stay.;5;1;1;1;0;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Karl S;Holiday;A beautifully set hotel in amazing grounds and right on the beach. A great base though to explore the south of Bali and not too far from Sanur to ferry to Nusa Penida. Restaurants and pool bars are great. The hotel standard rooms are called ‘deluxe’ but are a bit tired. They have bed bathroom and balcony but not huge so I’d advise an upgrade if your needing space.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Liam S;Amazing time in paradise;We had the most amazing stay at Nusa Dua Beach Hotel & Spa. The service was impeccable, food amazing and the views were perfection. Our room was luxurious but also authentically Balinese, bed was very comfortable and the facilities in the room were great. The condition of the whole place was great, the grounds are superbly maintained and so are the facilities.;5;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Jammo59;Nice place to stay and relax on the beach;The resort has all the ammenities you need, rooms are maintained and very clean with great pools and grounds. Just remember there is a service charge of around 25% (tip) plus tax each time you buy food & drink in the resort. Nusa Dua is a great location with the added bonus of a shuttle bus to the local shops with lots of restaurants.;4;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;sharonsmithpt;Excellent;Loved the whole experience 👍👍👍 Would definitely come back and tell all my friends and family. Would have liked a slightly larger bathroom, especially since having 5 in a room.;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;faemartins;Fantastic visit;Fantastic hotel, staff and resort. Excellent food, beautiful swimming pools and private beach. A place close to paradise! Good bedrooms, excellent service and staff kindness and efficiency. Definitely, a place to come back!;5;0;0;1;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Mistyboy30;Lovely Balinese style hotel;My wife and I stayed here with our two friends for five days. The rooms are really spacious with super king beds and feather pillows that my wife and friend wanted to take home because they were so comfy! The rooms have a safe, fridge, mini bar, hairdryer and a spacious balcony. Because the hotel grounds are quite large you never get the feeling that it is full of people and I can’t imagine that you would ever struggle for a bed by one of the pools. Similarly the private beach never seemed overcrowded. There was a varied choice at breakfast and over the five days we didn’t get fed up of the food.;5;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Trek778584;A fabulous hotel with beautiful gardens;Relaxing, tranquil setting with beachfront access. Our premier room overlooked the gardens which are kept beautifully. Our room was spacious in Balinese style and very comfortable. A delightful hotel, I would so love to return to.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;C T;So very Balinese with the friendliest staff;The rooms are generous in size and always very clean, the resort grounds and pool areas are well looked after as well.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;SM07;Fantastic Hotel and great service;We stayed here for four nights and really enjoyed the peace and quiet around the area. Nice clean rooms and well secluded beach are. Great place for a peaceful getaway. Added benefit - Very close to Bali Collections shopping centre.;5;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;pdwells75;Holiday Sept 2019.;Our second time at this hotel. Can't really fault it. Clean rooms and all areas of the hotel.;4;0;0;0;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;ewaewa199;Excellent experience;our room was located not far from the pools and beach area i was super happy with over all experience always tidy and such friendly easy going people loved the old building too. our room had so much beautiful carvings, excellent safety close to Bali Collection in walking distance or catch a shuttle bus for free every hour and the shops and restaurants don't close until 10pm just and amazing experience and lots of fun and laughter.;5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Sarah C;Beautiful hotel... left with mixed feelings;This is my third time in Bali and first time in Nusa Dua. This hotel is truly beautiful, architecture, flowers, gardens, pools and amazing beach. Rooms were great, spacious, well maintained and cleaned beautifully every day. We had a garden view room which was perfect. The gardens are truly lovely to walk around. There was also a full moon ceremony in the temple which was lovely to be part of.;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Wensb;Relaxing and well positioned;We stayed three nights at this lovely relaxing and quiet resort. We booked a premier room and were pleasantly surprised to be upgraded to a suite with relaxing garden outlook on the second floor which was much appreciated. If you do want a suite - room 2116 is excellent!;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Elle;A hotel worth visiting again.;We enjoyed our stay at Nusa Dua Beach Hotel and Spa. The food, amenities, facilities, beach, everything was excellent. This hotel is close to a huge shopping Centre, Bali Collection. There are daily shuttles to the Centre, but also close enough to walk along the beach.my only concern is that the hotel needs some maintenance in an around the pool area with some broken tiles which can be a danger to people.;5;0;1;0;0;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Sherbird;Great hotel;Extended stay until 4 nights. No complains as eventho hotel is on the older side,rooms and ambient well maintained. Recommended for those who wants the balinese feel in a resort. Beach clear water as expected,private and this is the whole reason we choose nusa dua to end our holiday here again.Rooms very relaxing,comfortable bed and pillow. Facilities also complete as expected from a resort hotel. Price unbeatable compared to the next resort we stayed on our previous visits,as still sharing the same beach. Stay here to enjoy the resort/beach and bali collection to pass time. Recommended;5;1;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Martin K.;Perfect place to stay;We had a very warm welcome at the reception when we arrived at the hotel. We had two rooms and both of them were very tidy, comfy and spacious. The hotel is built in balinaise style but modern as well. The facility is very big and diverse. Cook-to-order, buffet, every fruit you can imagine, coffee/tea in every shape.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;lily298yu;Excellent staff. Comfortable rooms, spacious, clean, tidy and great location.;Overall we had a very pleasant stay. The room was large and comfortable, surrounded by green gardens, the outdoor pool is nice and beautiful views. In addition, I was given a pleasant surprise on the next day as it was my wedding Anniversary. The hotel had arranged a complimentary Flowers for me and beautiful decoration in my room. Overall, this hotel has exceed all my expectation from the price, quality, location. It will definitely be the hotel I am going to stay when I next visit Bali.;5;1;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Tony51256;Perfect Bali getaway;This was the perfect hotel for us to enjoy our first trip to Bali. We had an upgrade to our room with breakfast served on the garden terrace and afternoon tea and the evening cocktails. The room overlooked the wonderful gardens with wildlife roaming the gardens. The hotel pool was large and spacious with plenty of space for all to relax. The beach is a short walk from the hotel. There is a good choice of foods from the various onsite restaurants. The room was very spacious and bed was very comfortable. Very clean in excellent condition. Would have no hesitation in recommending this hotel for your visit.;5;0;1;0;1;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Banditpatel2019;Paradise;Fantastic room for a family of four, very good hotel facilities. Very accommodating for children, large choice for breakfast and additional facilities for Palace Club members, staff are very friendly and everything offered with a smile;5;0;0;1;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Leshaggis;Authentic and excellent;Had 6 nights here with a Club Room package. I have travelled widely in Asia and this is one of the loveliest places I’ve stayed. If you want American modern and glitz this is not for you. The room was spacious and well equipped with complimentary water. Breakfast, afternoon tea and cocktails were served on a private terrace overlooking gardens. This added to the price but worth it for the tranquil setting and quality of the food. The sports facilities were excellent - good gym, 2 Astro tennis courts, 2 squash courts and a games floor. Restaurants were good onsite - Tamarind was the fave. And only a 10 minute walk (is shuttle) to a large local shopping area with restaurants.;5;1;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;lailarachman;Authentic Bali ? This is the place !;Stayed 3 nights. Check in process was quick and convenient late check out. Room was clean with spacious bathroom. Great amenities, variety of fun activities. Couldn't forget the yoga, Balinese dance classes, water zumba, the wonderful squash sessions and the traditional dance night shows. Big thumbs up for the General Manager and all staffs who were very helpful and friendly. Will always comeback here. Love this hotel.;5;0;0;1;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;natashasansotta;Heaven in Nusa Dua;Nusa Dua Resort is fantastic! Our room was very big with a sea view. Tamarind restaurant is on the beach and is very beauty! Nusa dua beach is one of the best beach in south of Bali!;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Karin;Spacious room and excellent service;We had a really nice stay at the hotel. We stayed at the Palace Club. The room was very big, with guest room, bed room, pantry, 2 toilets, shower, bath tub and walk in closet.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;gertiebraini;Great Location;This Hotel has amazing gardens and is situated right on the beach. It is a more traditional Balinese Hotel and the rooms are a bit old but comfortable. You can either sit by the pool or on the beach in comfortable lounges. Lots of restaurants you can choose from to eat. Very relaxing stay.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Bronwyn R;Perfect beachfront relaxation;This is the fourth time I have stayed here. The rooms are a good size, have great decor and are always very clean. The gardens are beautiful and the beachfront location perfect for relaxing.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;reborngm;A family vacation in Nusa Dua Beach Hotel & Spa;We spent our (first) vacation in Bali in the hotel, and we enjoyed it a lot. Very good rooms, beautiful gardens and areas, swimming area was also great (both my two boys - 13 and 8 years old, enjoyed it a lot). Breakfast was also good,variety of choices for all tastes. Definitely recommended.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;vicbag2019;Beautiful!;Really enjoyed our stay, location is perfect, can easily walk to Bali Collection. Swimming pool is fantastic one of the largest we’ve seen. Rooms are lovely. Would highly recommend.;5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Ben S;Beautiful Bali Beach Hotel;We loved our holiday at this incredible hotel. The room accommodated 3 of us, the 3rd bed was a good bed and not a roll away. The facilities were fantastic, a stunning clean beach and gorgeous sea! Great value food and drink for a quality 5 star hotel. If you want cheap food and drink there are a few Warungs (little beach cafes half a mile up the beach). There is a lively and busy road full of restaurants and spas just a short 5 minute cab ride (costs 20000rp around £1.30) in Benoa. We went to Lotus Spa opposite Hotel Nicco. Amazing value at around 80000rp for a 1 hour massage.;5;1;1;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;joanne_goay;Ambient & Peaceful;Do: Friendly staff. Nice hotel surrounding by nature. Value for money. Don't: (1) It might be a burden for regular guess on standard room deposit at Rupiah 1 million per night stay on room deposit & the amount will only credit back 2 weeks upon check-out.;5;1;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;keltyler;Relaxing Holiday;The perfect location to unwind and relax. The room was spacious, the bed was huge and the pillows were awesome. Great place to chill out.;5;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Stay97618;Lovely place with kids;Family was great for 4 of us as it had a bunk bed plus a king in a seperate room. Nice choice of restaurants at the resort, and close to others and Bali Collection if you need them. Great choice of pools and access to the beach.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;cherylhart27;Nusa Dua Hotel and Spa;Room adequate, beautiful gardens . Restaurants on complex were adequate, close to shopping centre and local markets. Beach was clean and great for swimming.;4;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Goran B;Nusa Dua Beach Hotel & Spa;Hello! It was very very nice in nusa dua beach resort, there a so friendly people in the hotel, the food was also very tasty. The rooms been clean and the service was fantastic! Maybe we see us again !;5;0;0;1;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;GoPlaces25675122123;Nice hotel, comfort bed;Nice room with comfort bed..the breakfast was ok. The private beach very nice and also the pool. Love to be the member of this hotel since i was a kid with my big family;5;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;NoaRottenberg;Great experience;I have made a group reservation and the service was excellent. Eka was available at all times, answering emails very quickly. Rooms were clean, staff was great and overall the stay was amazing. I truly recommend.;5;0;0;1;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Traveler28298613551;high recommend!;wonderful resort, cleaning rooms, 5 stars service, big swimming pool, relax beach, and extra large bed in the room! overalls good, very high recommend to everyone, will come again on next trip in bali...;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;GrandTour12949849611;Beautiful Bali;Was my first time to Bali. Found the location and scenery of Nusa Dua stunning. Room was very comfortable and quiet. Meals, from breakfast to dinner were yummy.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Culture62231477318;Bali experience;We had the most awesome holiday. The swimming pools were gorgeous Our room was clean and had the most comfy bed.;5;0;0;0;0;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Odyssey31433195681;My home away from home in Bali;Great staff and comfortable rooms that are a good value. Love the pool and swim up bar! The on-site restaurants are very good and we particularly like Raja's. Thanks Sinta at Raja's for taking such good care of us these past few years!;5;1;0;1;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Cheryl C;Superb location;Beautiful hotel with the perfect location right on the beach. Excellent food, spacious & clean rooms. Fabulous restaurants on site & in walking distance to other bars & restaurants.;5;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Constardpudding;Palace Club worth it!;Stayed here for 4 nights in a Palace Club room. Breakfast and afternoon tea were very delicious with many options to choose from. Rooms were spacious and clean. Best perk of booking this room was that it was directly connected to the pool so I can go for a morning or evening swim easily. The shower water is not hot, just lukewarm and it uses filtered ocean water. For a hot shower or bath using tap water, you have to use the bathtub. My hair became so much softer after switching to using the bathtub water instead!;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Christine J;Chris;excellent hotel, nice gardens. beautiful pool. Nice clean private beach with lovely views. Restaurants were very clean and food fantastic. Our room was clean & spacious and beds were very comfortable;5;0;0;0;1;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Climber67473702213;Fab stay at nusa dua!;Couldn’t fault the resort, superb, rooms could do with updating! Beach was lovely and clean, all the restaurants were very good offering a varied choice of food The cultural dance was amazing !;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Robyn S;Awesome ambience - peaceful;If you are looking for a holiday where you can relax and enjoy yourself, then the Nusa Dua Beach Hotel & Spa is the place to go to. From the moment we arrived at the hotel we were well looked after. The ambience is beautiful. The layout of the hotel gives you a real sense of spaciousness. You have a choice of pools or the beach to swim in. Tennis courts and well equipped gym. Our room was ground floor fairly close to the pool, but not close enough to be disturbed by any noise. The room was spotlessly clean.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;John S;Bali stay;My wife and I stayed here as part of a prize I won. Loved the hotel. Room was comfortable, beautiful decor and the food cannot be faulted, something for everyone. But minor refurbishments are needed.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;WayneBS;Nusa Dua Beach Hotel and Spa;Place well positioned, food excellent and right on the beach! All the gardens well maintained and rooms maintained twice a day. Excellent aspect from room to the Lake abounding with white ducks and many funny little squirrels.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Berna68;Nice grounds, great pools nice decor, food and drinks expensive;We had a five day stay with a few hiccups most let down by very poor check in. I was not happy with how we were treated and after some deliberation approached and asked for a manager who apologised and without my prompt or expectations upgraded our rooms which was very much appreciated The resort sits among 6 or so close resorts and around 20 minutes walk along the beach front to Bali collection I suggest you use Bali collections for food and drinks to have at the Hotel as in house purchases very expensive.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Helen;Beautiful relaxing hotel;We found everything to be perfect. The beds were amazing, the rooms spacious with lots of storage but the bathroom was a little tired. Food in all three restaurants was great although on a couple of occasions it could have been warmer when served. Poolside was sometimes crowded but staff would locate additional beds if requested. Overall, I would highly recommend this hotel;4;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Passenger08647852734;Relaxation plus;A fantastic resort which was full of architecture and character. Peaceful and tranquil. A true Balinese experience. Plenty of food and drink options for our “all inclusive” package. The room was always clean and tidy with a comfortable bed and we appreciated the larger room. This resort is one of the originals in Nusa Dua. There has been lovely upgrades throughout, however the bathroom could have done with a facelift.;4;0;0;0;1;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Julie Y;Relaxation at its best;We had a great week here. The surroundings and grounds were beautiful. Restaurants were also great. The rooms were a bit dated and could do with an uplift.;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;any_1010;Family friendly comfortable resort;it's an ideal place for families, large pools, amazing beach with calm sea and lots of space. Rooms are good and comfortable (especially storage wise) but could be refurbished you can tell it's a bit old. also the room itself is not necessarily very big, we took the second category of room.;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Lorenzo R;Wedding Anniversary;We've just spent a week at Sofitel Nusa Dua Beach Resort. From the welcoming arrival, cocktails at L'oh pool bar, the excellent luxury room, beautifully manicured landscaped grounds, well appointed gym, sprawling network of resort pools to the diverse buffet breakfast led by Louis & the energetic team, the luxury resort exceeded all our expectations. We'll certainly be back very soon.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Helen M;Wow;The hotel is beautiful, the service is attentive but unobtrusive and the location is spectacular. We spent 7 nights there and tried all three restaurants which offered a variety of cuisines. The rooms are spacious, the beds heavenly and the balcony views peaceful and serene. The only slight negative is that our bathroom needed an upgrade. It was clean but tired! All in all though, we would definitely recommend.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;NorthStar14047918608;Great secluded start or end to your holiday in Bali;Very well run and organized resort hotel. Proximity to the beach could not be better. Big and spacious rooms with daily cleaning. Swimming pools kept in pristine condition.;4;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Nomad08267468338;Nice authentic hotel;"Located inside ITDC. It has unique balinese interior. It has easy access to beach that is connected to other hotels. The food was great; it has variety of western and eastern cuisine. They even upgraded my room from Superior to Palace Club.";5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;aishal24;Great hotel;Stayed for 3 nights at Nusa Dua Beach Hotel. Awesome pool area, main pool is huge with plenty of sun loungers. Also have kids pool and another smaller play one. Resort is huge with plenty of restaurants onsite, one being right on the beach. They also have ATM, hairdresser, money changer, shops etc on site. Direct access to beach, and walking track out front to wonder through the neighboring resorts and restaurants. Great location. Transport desk can organize you transport within a couple minutes. Would be great to take family. Only downside was the bathrooms are tiny;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Marc Vier;A beauty on earth;The location is wonderfull and the rooms are cosy. The hotel is an oasis of rest. I would advice everyone to go there when you need to destress. Very good restaurant! A wonderful swimmingpool-landscape.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Karen;Bali beach break;Great property. Good resort activities in pool each day with aqua. Great club room benefits. Excellent value package booked. Had all meals at resort. Good entertainment on cultural nights and food was very nice. Would stay again;5;1;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Peter I;Great place for a relaxing holiday;Excellent facilities. Rooms are spacious and clean and the pools are great. Palace Club is a treat. Great place to spend a luxurious stay. Highly recommended.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;S8333UAmichellel;Another great holiday at Nusa Dua Beach Hotel;I have stayed at this hotel about 6 times and keep returning because I enjoy the peaceful atmosphere, lovely pools, clean beach, quality restaurants onsite, good size rooms. I also like having shopping, massages etc, plus a wide variety of more casual less pricey eateries at and near to Bali Collection, which is about at 15 minute walk along the beach path (or you can take the shuttle bus that runs regularly between the hotel and Bali Collection).;5;0;1;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Della E;A lovely hotel;We stayed for 7 nights. Rooms were spacious ,squirrels on the balcony were very annoying..Breakfast was wonderful so much choice..;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Dreamer45881888534;A beachside Gem;Very welcoming.The rooms were spacious, well appointed and spotless.Scrumptious breakfast in Halal style.Facilities and grounds palatial.Bars and restaurants lovely.Convenient location.;5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Tobaja;It’s the kind of hotel you don’t want to leave;I have stayed at this hotel many many times. It is the first hotel in Nusa Dua and has retained its traditional designs, which I love. The room is always clean. The breakfast buffet has a lot of variety, and most importantly great coffee. The hotel is very close to Bali Collection.;5;0;1;0;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Q6728XKkeithp;Nusa Dua Beach Hotel is definitely 5 star.;One of the best holiday hotels I have ever stayed in. The view from our room was exceptional, overlooking the sea and swimming pool area. Drinks service around the pool could be improved upon. Restaurants and wine was on the expensive side. Overall very happy with the hotel and would recommend it.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;MrsMHawkesBay;Excellent;Loved this hotel, we were in the Palace Club, well worth the bit extra for the upgrade. The rooms are very spacious and very clean. The carving on the bathroom door is amazing! Breakfast at the club rooms is excellent along with the afternoon teas and of course cocktails from 5.30 to 7pm.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Dave H;Relax at the end of our holiday;Stayed at this lovely hotel for 5 nights, loved the charm of this hotel, loved laying around the pool or on the nearby beach, fab breakfast, lovely bedroom, hope to come back in a few year, and thank you for the lovely flowers you had delivered to our room to say hope you get better after I bumped my head,;5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;cdperth;Lovely traditional Balinese hotel;We recently stayed at the Palace section of the hotel. We enjoyed the grounds outside the Palace, with fish, monitor lizards, turtles and a variety of birds. The rooms were very comfortable and well cleaned. The yoga was very good. The beach is clean with plenty of lounges.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;ErinFLZ;Great resort;Everything about our stay was great. Everything was spotless. The restaurants served amazing food. Even though the food was pricier than some other spots on the island, it was well worth it.;5;1;0;0;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;hfjr2017;Paradise Place with excellent Service;Directly at the beach, high quality F&B, excellent presidential Club Service, good WIFI everwhere. 100%recommomend this place, great value for money,;5;1;1;0;0;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Alex L;Lovely holidays! Romantic and relaxing...;Great location although it takes longer to get to the main places or attractions. Quiet, safe, and clean hotel with a nice room. Great beach! For improvement: 2 single mattresses together don't make up a double bed.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;RGVW;Very pleasant stay;I stayed the first two days of my time in Bali in this hotel. The hotel is big and already somewhat older, but to my experience I did not encounter any problems or flaws. I had a Palace club room . A bit expensive but value for money. The service was excellent, some of the staf remembered me from a previous visit in 2012. This is not the place to discover Bali, but if you want to start or end your holiday with a few days of pampering, I can recommend this hotel;5;1;0;1;1;0;0
