travelCode,User_ID,Car_rented,review_car,review_hotel,review_flights,flight_rating,hotel_rating,car_rating,overall_rating
57842,564,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.",The flight was on time and the staff was very courteous. Excellent experience!,5,2,0,3.5
57853,564,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
57854,564,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The entertainment system was outdated, and the flight was not as comfortable as expected.",2,1,0,1.5
57856,564,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
57857,564,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,2,0,2
57859,564,Not Rented,null,"The staff was helpful, but service could have been a bit faster.","I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
57867,564,Not Rented,null,"Air conditioning worked well, but it was a little noisy at night.","The crew was very professional, and the flight was very smooth. Would fly again.",5,2,0,3.5
57869,564,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
57871,564,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","The cabin was comfortable, but the food could have been better.",2,2,0,2
57879,564,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.","The check-in process was slow, and the staff seemed disorganized.",2,2,0,2
57884,564,Not Rented,null,Staff was rude and unhelpful when I asked for extra towels.,"The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
57886,565,Confirmed,"Had to wait a little at the counter, but the car itself was good.",The hotel restaurant was average—good food but a bit overpriced.,The flight was on time and the staff was very courteous. Excellent experience!,5,3,2,3.333333333
57887,565,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,5,0,3.5
57902,565,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
57907,565,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,3,0,2.5
57909,565,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.","The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
57913,565,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
57923,565,Confirmed,"It wasn’t the model I originally booked, but it worked out fine.","The worst hotel stay ever! The room was dirty, and the sheets had stains.","I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,1,2,2.666666667
57925,565,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
57929,565,Not Rented,null,The Wi-Fi was so slow that I couldn’t even send an email!,"The flight was delayed, and there were no updates, which was frustrating.",2,2,0,2
57931,565,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,5,0,3.5
57932,565,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The flight attendants were rude, and the flight was uncomfortable.",2,1,0,1.5
57934,565,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
57945,565,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
57946,565,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
57947,565,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","I didn’t experience any issues, but it wasn’t a standout flight either.",2,5,0,3.5
57950,565,Cancelled,Waited over an hour at the airport rental counter. Totally unacceptable!,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The service was okay, but I expected a bit more for the price.",3,2,2,2.333333333
57955,565,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","The food was below average, and there were no special meal options available.",3,2,0,2.5
57960,565,Cancelled,"The car was fine, nothing fancy, but it did the job for my trip.","Booked a king-size bed, but they gave me two single beds pushed together!","The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,2,2
57964,565,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"My flight was canceled, and I had to rebook. Customer service was helpful, though.",2,2,0,2
57972,565,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","The legroom was adequate, but the overall experience didn’t wow me.",2,2,0,2
57973,565,Cancelled,The A/C wasn’t working in 40°C heat. Absolute nightmare.,Paper-thin walls—I could hear everything from the neighboring rooms.,"The entertainment system was outdated, and the flight was not as comfortable as expected.",2,2,2,2
57986,565,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.",The cabin crew was very attentive and made sure all our needs were met.,2,2,0,2
57987,565,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,"The food was below average, and there were no special meal options available.",3,5,0,4
57990,565,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The flight was smooth, and the staff was extremely helpful and friendly.",5,1,0,3
58008,565,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!",Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
58023,565,Not Rented,null,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","The cabin was dirty, and the bathrooms were not properly maintained.",1,5,0,3
58027,565,Not Rented,null,"The room smelled musty, and the bathroom had mold in the corners!","The boarding process was a bit slow, but other than that, the flight was fine.",2,2,0,2
58034,565,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
58039,565,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,"The crew was professional, but the flight felt standard and routine.",2,3,0,2.5
58045,565,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.",Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
58046,565,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
58050,565,Not Rented,null,"Rooms were well-maintained, and housekeeping did a great job every day.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,5,0,5
58055,566,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","I had to wait too long for boarding, and the staff was not helpful.",2,3,0,2.5
58062,566,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","I had no complaints, but the flight didn’t offer anything exceptional.",2,2,0,2
58066,566,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"The check-in process was slow, and the staff seemed disorganized.",2,2,0,2
58067,566,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","There was no Wi-Fi on the flight, and the entertainment options were limited.",2,2,0,2
58068,566,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.",Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
58071,566,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,"I had no complaints, but the flight didn’t offer anything exceptional.",2,3,0,2.5
58072,566,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
58074,566,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,The plane was clean and well-maintained. The staff was friendly throughout the flight.,2,2,0,2
58077,566,Pending,"The car was fine, nothing fancy, but it did the job for my trip.","The location was convenient, but the surroundings were a bit noisy.","The boarding process was a bit slow, but other than that, the flight was fine.",2,2,2,2
58088,566,Not Rented,null,"Room service took over an hour, and the food was cold by the time it arrived.","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58091,566,Pending,"The car was fine, nothing fancy, but it did the job for my trip.",Fantastic breakfast buffet with a wide variety of delicious options!,"The check-in process was slow, and the staff seemed disorganized.",2,2,2,2
58093,566,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The entertainment was decent, but I didn’t find anything to really enjoy.",3,3,0,3
58096,566,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The airline lost my luggage, and it took several days to get it back.",2,2,0,2
58104,566,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
58106,566,Not Rented,null,"Rooms were well-maintained, and housekeeping did a great job every day.","The food was below average, and there were no special meal options available.",3,5,0,4
58109,566,Not Rented,null,"Check-in took longer than expected, but the staff was polite.","The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
58115,566,Not Rented,null,Loved the little touches like welcome drinks and personalized notes in the room.,"The crew was professional, but the flight felt standard and routine.",2,2,0,2
58116,566,Cancelled,The A/C wasn’t working in 40°C heat. Absolute nightmare.,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","The check-in process was slow, and the staff seemed disorganized.",2,5,2,3
58118,566,Not Rented,null,"The amenities were decent, but the hotel lacked a cozy, welcoming vibe.","The flight was delayed for hours, and there was no apology or compensation.",2,3,0,2.5
58119,567,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
58124,567,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","The service was okay, but I expected a bit more for the price.",3,2,0,2.5
58127,567,Not Rented,null,I found bugs in my bed! Absolutely disgusting and unacceptable.,"The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,0,3.5
58130,567,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The flight was smooth, and the staff was extremely helpful and friendly.",5,2,0,3.5
58135,567,Not Rented,null,"The check-in process was smooth, and the hotel offered a complimentary room upgrade!","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,5,0,3.5
58139,567,Not Rented,null,"Air conditioning worked well, but it was a little noisy at night.","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58146,567,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.","The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
58148,567,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"The airline lost my luggage, and it took several days to get it back.",2,2,0,2
58151,567,Confirmed,"Returned the car full, but they still charged me for fuel! Scam!","Room service took over an hour, and the food was cold by the time it arrived.","The legroom was a bit tight, but everything else was great. I would fly again.",5,2,2,3
58153,567,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
58157,567,Pending,Customer support was super helpful when I needed to extend my rental!,"Air conditioning worked well, but it was a little noisy at night.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,2,2
58158,567,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,Excellent in-flight experience with a wide selection of movies and shows.,5,5,0,5
58178,567,Not Rented,null,Loved the location—right in the heart of the city with easy access to attractions.,"The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
58179,567,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
58181,567,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The flight attendants were rude, and the flight was uncomfortable.",2,1,0,1.5
58182,567,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58186,567,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","I was impressed with the punctuality and the level of service throughout the flight.The food was awful, and the seats were uncomfortable. Not a great experience.",5,2,0,3.5
58191,567,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The food was below average, and there were no special meal options available.",3,2,0,2.5
58192,567,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"The food was below average, and there were no special meal options available.",3,2,0,2.5
58193,567,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
58195,567,Not Rented,null,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.",The plane was clean and well-maintained. The staff was friendly throughout the flight.,2,2,0,2
58198,567,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","It was a standard flight. Nothing wrong, but nothing exceptional either.",2,2,0,2
58201,567,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"The cabin was dirty, and the bathrooms were not properly maintained.",1,2,0,1.5
58202,567,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
58205,567,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The flight was on time, and the crew was polite, but overall it was just okay.",3,2,0,2.5
58206,567,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The service was okay, but I expected a bit more for the price.",3,2,0,2.5
58209,567,Pending,Rented a car for a weekend trip—fuel-efficient and comfortable ride!,"Booked a non-smoking room, but it reeked of cigarette smoke!","The flight was on time, and the crew was polite, but overall it was just okay.",3,2,2,2.333333333
58218,568,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The check-in process was slow, and the staff seemed disorganized.",2,3,0,2.5
58222,568,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The crew was very professional, and the flight was very smooth. Would fly again.",5,2,0,3.5
58226,568,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
58227,568,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The cabin was dirty, and the bathrooms were not properly maintained.",1,1,0,1
58233,568,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.",Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
58235,568,Not Rented,null,"Air conditioning worked well, but it was a little noisy at night.","I had no complaints, but the flight didn’t offer anything exceptional.",2,2,0,2
58237,568,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
58238,568,Not Rented,null,The hotel’s spa was an absolute treat. Best massage I’ve ever had!,"The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
58241,568,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,3,0,2.5
58242,568,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The legroom was a bit tight, but everything else was great. I would fly again.",5,2,0,3.5
58246,568,Pending,"Pickup process took longer than expected, but overall, a fair deal.","The location was convenient, but the surroundings were a bit noisy.","The service was okay, but I expected a bit more for the price.",3,2,2,2.333333333
58248,568,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
58249,568,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.",Excellent in-flight experience with a wide selection of movies and shows.,5,1,0,3
58255,568,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
58260,568,Not Rented,null,"Rooms were well-maintained, and housekeeping did a great job every day.",Excellent in-flight experience with a wide selection of movies and shows.,5,5,0,5
58261,568,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,Excellent in-flight experience with a wide selection of movies and shows.,5,2,0,3.5
58265,568,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The flight was a little bumpy, but overall, it was a pleasant experience.",2,2,0,2
58266,568,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","The flight was comfortable, but I didn’t find it memorable in any way.",2,2,0,2
58271,568,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58272,568,Not Rented,null,"The air conditioning barely worked, and it was too hot to sleep comfortably.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,0,3.5
58279,568,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The cabin was dirty, and the bathrooms were not properly maintained.",1,5,0,3
58281,568,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,2,0,2
58284,568,Not Rented,null,"The view from my room was blocked, which was disappointing but not a dealbreaker.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,0,2
58287,568,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,"The flight was on time, and the crew was polite, but overall it was just okay.",3,3,0,3
58288,568,Not Rented,null,The hotel restaurant was average—good food but a bit overpriced.,"The flight was delayed, and there were no updates, which was frustrating.",2,3,0,2.5
58289,568,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The boarding process was a bit slow, but other than that, the flight was fine.",2,1,0,1.5
58290,568,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,0,2
58291,568,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
58292,568,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.",The flight was on time and the staff was very courteous. Excellent experience!,5,2,0,3.5
58302,569,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"The seats were cramped, and the flight was uncomfortable from start to finish.",2,5,0,3.5
58303,569,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
58304,569,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
58311,569,Not Rented,null,The rooftop pool was a highlight of our trip—such a relaxing experience!,"The flight attendants were rude, and the flight was uncomfortable.",2,2,0,2
58319,569,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58327,569,Confirmed,Smooth online booking process. Got my car within 10 minutes at the airport!,"The hotel had a beautiful garden and outdoor seating area, perfect for unwinding.","I didn’t experience any issues, but it wasn’t a standout flight either.",2,2,5,3
58331,569,Not Rented,null,I found bugs in my bed! Absolutely disgusting and unacceptable.,"Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
58333,569,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
58335,569,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.","The legroom was adequate, but the overall experience didn’t wow me.",2,2,0,2
58337,569,Not Rented,null,"Elevator was out of service, and I had to carry my bags up six flights of stairs!","I had to wait too long for boarding, and the staff was not helpful.",2,2,0,2
58338,569,Not Rented,null,"The hotel was clean, but I felt like the decor was a little outdated.","The flight was delayed, and there were no updates, which was frustrating.",2,2,0,2
58339,569,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","It was a standard flight. Nothing wrong, but nothing exceptional either.",2,2,0,2
58344,569,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The airline met my expectations, but it wasn’t a memorable experience.",2,3,0,2.5
58351,569,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.","The crew was very professional, and the flight was very smooth. Would fly again.",5,3,0,4
58356,569,Not Rented,null,"Service was okay, but I expected a bit more from a hotel of this rating.",Excellent in-flight experience with a wide selection of movies and shows.,5,3,0,4
58368,570,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The boarding process was a bit slow, but other than that, the flight was fine.",2,2,0,2
58369,570,Pending,"Excellent service! The car was clean, and the pickup was smooth. Highly recommend!","The worst hotel stay ever! The room was dirty, and the sheets had stains.","The flight was uneventful, but the overall experience was just average.",3,1,5,3
58372,570,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","The flight was comfortable, but I didn’t find it memorable in any way.",2,1,0,1.5
58374,570,Not Rented,null,Paper-thin walls—I could hear everything from the neighboring rooms.,"The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
58379,570,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The legroom was adequate, but the overall experience didn’t wow me.",2,3,0,2.5
58381,570,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","I had to wait too long for boarding, and the staff was not helpful.",2,1,0,1.5
58382,570,Not Rented,null,The hotel photos were misleading—nothing looked as good in real life.,"The cabin was comfortable, but the food could have been better.",2,2,0,2
58384,570,Not Rented,null,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.","The seats were cramped, and the flight was uncomfortable from start to finish.",2,5,0,3.5
58388,570,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
58393,570,Not Rented,null,"Air conditioning worked well, but it was a little noisy at night.","The crew was professional, but the flight felt standard and routine.",2,2,0,2
58394,570,Not Rented,null,The concierge was super helpful in arranging local tours and dinner reservations.,"I had no complaints, but the flight didn’t offer anything exceptional.",2,2,0,2
58398,570,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
58400,570,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","The airline lost my luggage, and it took several days to get it back.",2,2,0,2
58406,570,Not Rented,null,Paper-thin walls—I could hear everything from the neighboring rooms.,The cabin crew was very attentive and made sure all our needs were met.,2,2,0,2
58407,570,Not Rented,null,The staff went above and beyond to make our stay memorable. Will definitely return!,The flight was on time and the staff was very courteous. Excellent experience!,5,2,0,3.5
58408,570,Not Rented,null,"The staff was helpful, but service could have been a bit faster.","The boarding process was a bit slow, but other than that, the flight was fine.",2,2,0,2
58413,570,Not Rented,null,Breakfast selection was decent but could use more variety.,"The entertainment system was outdated, and the flight was not as comfortable as expected.",2,3,0,2.5
58415,570,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
58418,570,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.","The crew was very professional, and the flight was very smooth. Would fly again.",5,1,0,3
58421,570,Cancelled,"Excellent service! The car was clean, and the pickup was smooth. Highly recommend!",The concierge was super helpful in arranging local tours and dinner reservations.,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,5,3
58422,570,Not Rented,null,"Fast and free Wi-Fi, perfect for both business and leisure travelers.","The entertainment was decent, but I didn’t find anything to really enjoy.",3,2,0,2.5
58424,570,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight was delayed, and there were no updates, which was frustrating.",2,2,0,2
58425,570,Not Rented,null,Spacious and luxurious rooms with top-notch amenities. Highly recommended!,"The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,5,0,3.5
58440,570,Not Rented,null,"Booked a king-size bed, but they gave me two single beds pushed together!","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
58450,570,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,Excellent in-flight experience with a wide selection of movies and shows.,5,5,0,5
58451,570,Not Rented,null,Great value for money! Got a five-star experience at a reasonable price.,"The flight attendants were rude, and the flight was uncomfortable.",2,5,0,3.5
58453,570,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,The cabin crew was very attentive and made sure all our needs were met.,2,2,0,2
58458,570,Confirmed,"The vehicle was okay, but I wish they had explained the insurance options better.",Paper-thin walls—I could hear everything from the neighboring rooms.,"The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,2,3,2.333333333
58459,570,Not Rented,null,The Wi-Fi was so slow that I couldn’t even send an email!,"Long flight, but the in-flight amenities made the journey more enjoyable.",2,2,0,2
58464,571,Cancelled,Returning the car was just as easy as picking it up. Hassle-free process!,The staff went above and beyond to make our stay memorable. Will definitely return!,"The flight was uneventful, but the overall experience was just average.",3,2,2,2.333333333
58466,571,Not Rented,null,"The bathroom drain was clogged, and water pooled up every time I showered.",Comfortable seats and good in-flight entertainment. Highly recommend this airline.,2,2,0,2
58472,571,Not Rented,null,"The room was fine, but it didn’t quite match the pictures on the website.","The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
58476,571,Not Rented,null,"The worst hotel stay ever! The room was dirty, and the sheets had stains.",Excellent in-flight experience with a wide selection of movies and shows.,5,1,0,3
58482,571,Not Rented,null,"There were minor maintenance issues, but they were resolved quickly.","Had a smooth flight with no delays, and the food was surprisingly good.",5,2,0,3.5
58484,571,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The service was okay, but I expected a bit more for the price.",3,2,0,2.5
58485,571,Not Rented,null,"Stayed for one night; everything was fine, but nothing really stood out.","The airline met my expectations, but it wasn’t a memorable experience.",2,2,0,2
58495,571,Cancelled,They gave me a car with low tire pressure. Had to stop and refill myself!,"The hotel was absolutely stunning! Clean rooms, excellent service, and a breathtaking view.",Very comfortable flight with ample legroom. The entertainment options were good too.,2,5,2,3
58496,571,Not Rented,null,The gym was small but had the basic equipment I needed for a workout.,"The crew was professional, but the flight felt standard and routine.",2,2,0,2
58504,571,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The flight was smooth, and the staff was extremely helpful and friendly.",5,3,0,4
58506,571,Confirmed,Customer service was rude and unhelpful. Never renting from them again.,"Stayed for one night; everything was fine, but nothing really stood out.",The plane was clean and well-maintained. The staff was friendly throughout the flight.,2,2,2,2
58510,571,Not Rented,null,"The location was convenient, but the surroundings were a bit noisy.","The flight was uneventful, but the overall experience was just average.",3,2,0,2.5
58511,571,Not Rented,null,"Rooms were well-maintained, and housekeeping did a great job every day.","The food was below average, and there were no special meal options available.",3,5,0,4
58515,571,Cancelled,They gave me a car with low tire pressure. Had to stop and refill myself!,"The air conditioning barely worked, and it was too hot to sleep comfortably.","The flight went smoothly, but I wasn’t overly impressed with the service.",5,2,2,3
58517,571,Not Rented,null,Extremely comfortable beds—best sleep I’ve had in a long time!,"The flight was delayed for hours, and there was no apology or compensation.",2,2,0,2
58518,571,Not Rented,null,"Terrible experience! The room was not clean, and the service was very slow.","Had a smooth flight with no delays, and the food was surprisingly good.",5,1,0,3
58520,571,Not Rented,null,"Decent stay, but nothing extraordinary. The hotel met expectations.","The flight was overcrowded, and I was unable to get enough rest.The flight was fine, but nothing really stood out about the experience.",2,3,0,2.5
58521,571,Not Rented,null,"The hotel overbooked, and we had to wait hours for an available room.","Great service! The check-in process was smooth, and the flight was very relaxing.",5,2,0,3.5
58522,571,Not Rented,null,"Booked a non-smoking room, but it reeked of cigarette smoke!","The flight was delayed, but the crew kept us informed and made sure we were comfortable.",2,2,0,2
