call_log_id,pax_id,call_date,call_duration,issue_category,resolution_status
CALL04952,PAX04952,2024-09-08,27,Booking Issue,Resolved
CALL04953,PAX04953,2024-05-12,22,General Inquiry,Resolved
CALL04954,PAX04954,2023-12-10,16,General Inquiry,Escalated
CALL04955,PAX04955,2023-06-05,39,Refund Request,Escalated
CALL04956,PAX04956,2023-10-27,4,General Inquiry,Escalated
CALL04957,PAX04957,2024-06-18,34,Refund Request,Escalated
CALL04958,PAX04958,2023-10-02,33,Booking Issue,Pending
CALL04959,PAX04959,2024-12-18,41,Refund Request,Escalated
CALL04960,PAX04960,2023-08-22,1,Refund Request,Resolved
CALL04961,PAX04961,2023-03-30,52,General Inquiry,Pending
CALL04962,PAX04962,2024-01-03,35,Refund Request,Escalated
CALL04963,PAX04963,2023-11-01,27,Refund Request,Escalated
CALL04964,PAX04964,2023-12-13,40,Booking Issue,Escalated
CALL04965,PAX04965,2023-03-28,25,Refund Request,Resolved
CALL04966,PAX04966,2024-04-25,25,Refund Request,Pending
CALL04967,PAX04967,2024-02-19,6,Booking Issue,Pending
CALL04968,PAX04968,2024-12-02,51,Booking Issue,Resolved
CALL04969,PAX04969,2024-09-04,60,General Inquiry,Resolved
CALL04970,PAX04970,2024-10-25,49,General Inquiry,Resolved
CALL04971,PAX04971,2023-05-18,60,Refund Request,Escalated
CALL04972,PAX04972,2023-09-15,59,General Inquiry,Escalated
CALL04973,PAX04973,2023-12-31,58,General Inquiry,Escalated
CALL04974,PAX04974,2024-12-01,38,Refund Request,Pending
CALL04975,PAX04975,2023-10-15,57,Refund Request,Pending
CALL04976,PAX04976,2024-04-07,42,Booking Issue,Resolved
CALL04977,PAX04977,2024-04-15,55,Booking Issue,Escalated
CALL04978,PAX04978,2024-03-26,22,Refund Request,Resolved
CALL04979,PAX04979,2023-11-14,15,General Inquiry,Pending
CALL04980,PAX04980,2024-04-03,32,Refund Request,Resolved
CALL04981,PAX04981,2024-01-19,39,Booking Issue,Resolved
CALL04982,PAX04982,2023-02-27,47,General Inquiry,Escalated
CALL04983,PAX04983,2024-10-09,16,General Inquiry,Escalated
CALL04984,PAX04984,2024-07-31,56,Refund Request,Resolved
CALL04985,PAX04985,2023-10-11,49,Refund Request,Pending
CALL04986,PAX04986,2023-05-01,20,Booking Issue,Escalated
CALL04987,PAX04987,2024-10-02,31,General Inquiry,Resolved
CALL04988,PAX04988,2023-10-26,54,General Inquiry,Escalated
CALL04989,PAX04989,2024-01-11,38,Booking Issue,Resolved
CALL04990,PAX04990,2024-09-10,32,General Inquiry,Pending
CALL04991,PAX04991,2024-01-06,45,General Inquiry,Escalated
CALL04992,PAX04992,2024-01-12,3,General Inquiry,Pending
CALL04993,PAX04993,2024-01-29,26,General Inquiry,Pending
CALL04994,PAX04994,2024-10-11,9,Refund Request,Resolved
CALL04995,PAX04995,2023-05-27,59,Refund Request,Escalated
CALL04996,PAX04996,2023-06-03,49,Refund Request,Escalated
CALL04997,PAX04997,2024-10-20,54,General Inquiry,Pending
CALL04998,PAX04998,2024-01-14,34,Booking Issue,Pending
CALL04999,PAX04999,2023-03-03,51,Booking Issue,Resolved
CALL05000,PAX05000,2023-10-12,20,General Inquiry,Escalated
CALL05001,PAX05001,2023-03-09,43,Refund Request,Escalated
CALL05002,PAX05002,2024-01-04,6,Refund Request,Resolved
CALL05003,PAX05003,2024-04-15,31,Refund Request,Pending
CALL05004,PAX05004,2023-06-03,34,Booking Issue,Pending
CALL05005,PAX05005,2024-11-07,32,Booking Issue,Escalated
CALL05006,PAX05006,2024-03-04,57,Refund Request,Pending
CALL05007,PAX05007,2024-01-20,23,Booking Issue,Escalated
CALL05008,PAX05008,2024-01-20,15,General Inquiry,Resolved
CALL05009,PAX05009,2024-08-28,14,General Inquiry,Resolved
CALL05010,PAX05010,2023-10-29,25,General Inquiry,Pending
CALL05011,PAX05011,2024-04-23,36,Refund Request,Resolved
CALL05012,PAX05012,2024-12-28,38,Refund Request,Pending
CALL05013,PAX05013,2024-06-01,12,Booking Issue,Resolved
CALL05014,PAX05014,2023-12-27,44,Refund Request,Pending
CALL05015,PAX05015,2023-03-14,34,General Inquiry,Resolved
CALL05016,PAX05016,2024-03-17,54,Refund Request,Resolved
CALL05017,PAX05017,2024-04-17,42,Booking Issue,Pending
CALL05018,PAX05018,2023-06-04,15,Booking Issue,Escalated
CALL05019,PAX05019,2023-07-21,2,Refund Request,Pending
CALL05020,PAX05020,2024-12-10,42,Booking Issue,Pending
CALL05021,PAX05021,2023-02-22,44,Refund Request,Resolved
CALL05022,PAX05022,2023-05-21,1,General Inquiry,Pending
CALL05023,PAX05023,2023-11-29,21,Booking Issue,Pending
CALL05024,PAX05024,2024-12-10,35,General Inquiry,Resolved
CALL05025,PAX05025,2023-11-24,15,Refund Request,Pending
CALL05026,PAX05026,2023-09-07,19,Refund Request,Escalated
CALL05027,PAX05027,2024-07-14,54,General Inquiry,Escalated
CALL05028,PAX05028,2024-01-16,43,General Inquiry,Escalated
CALL05029,PAX05029,2024-10-05,35,Refund Request,Resolved
CALL05030,PAX05030,2024-02-28,50,General Inquiry,Pending
CALL05031,PAX05031,2024-05-24,41,Booking Issue,Escalated
CALL05032,PAX05032,2024-04-01,34,Refund Request,Escalated
CALL05033,PAX05033,2024-02-13,24,Booking Issue,Pending
CALL05034,PAX05034,2024-04-05,59,Refund Request,Pending
CALL05035,PAX05035,2023-09-11,33,Booking Issue,Pending
CALL05036,PAX05036,2024-01-10,34,General Inquiry,Escalated
CALL05037,PAX05037,2023-08-22,25,General Inquiry,Escalated
CALL05038,PAX05038,2024-08-10,20,Booking Issue,Escalated
CALL05039,PAX05039,2023-08-03,20,Booking Issue,Pending
CALL05040,PAX05040,2023-07-24,48,Refund Request,Resolved
CALL05041,PAX05041,2023-02-22,29,Refund Request,Escalated
CALL05042,PAX05042,2023-06-13,54,Booking Issue,Pending
CALL05043,PAX05043,2023-06-24,20,Refund Request,Pending
CALL05044,PAX05044,2024-04-19,54,General Inquiry,Resolved
CALL05045,PAX05045,2025-01-01,11,Booking Issue,Resolved
CALL05046,PAX05046,2025-01-04,12,Booking Issue,Resolved
CALL05047,PAX05047,2023-08-02,30,Refund Request,Resolved
CALL05048,PAX05048,2023-05-29,10,Booking Issue,Resolved
CALL05049,PAX05049,2024-02-18,40,Refund Request,Resolved
CALL05050,PAX05050,2023-03-16,20,Refund Request,Pending
CALL05051,PAX05051,2023-05-25,56,Booking Issue,Escalated
CALL05052,PAX05052,2023-03-23,59,General Inquiry,Resolved
CALL05053,PAX05053,2024-07-19,21,Booking Issue,Escalated
CALL05054,PAX05054,2023-12-13,10,Refund Request,Escalated
CALL05055,PAX05055,2024-04-07,14,General Inquiry,Pending
CALL05056,PAX05056,2023-10-17,55,Booking Issue,Resolved
CALL05057,PAX05057,2024-08-28,58,Booking Issue,Escalated
CALL05058,PAX05058,2024-07-18,18,Refund Request,Escalated
CALL05059,PAX05059,2024-04-11,7,Booking Issue,Escalated
CALL05060,PAX05060,2024-03-02,37,Booking Issue,Pending
CALL05061,PAX05061,2023-02-25,23,Booking Issue,Resolved
CALL05062,PAX05062,2023-06-17,1,Refund Request,Escalated
CALL05063,PAX05063,2023-08-21,37,Refund Request,Resolved
CALL05064,PAX05064,2023-08-24,15,Refund Request,Pending
CALL05065,PAX05065,2023-11-05,1,Refund Request,Resolved
CALL05066,PAX05066,2023-03-22,49,Refund Request,Pending
CALL05067,PAX05067,2024-01-11,4,General Inquiry,Escalated
CALL05068,PAX05068,2024-01-31,7,Refund Request,Escalated
CALL05069,PAX05069,2024-01-20,55,General Inquiry,Resolved
CALL05070,PAX05070,2024-10-07,37,General Inquiry,Resolved
CALL05071,PAX05071,2023-02-07,28,General Inquiry,Escalated
CALL05072,PAX05072,2023-02-09,32,Booking Issue,Resolved
CALL05073,PAX05073,2023-12-14,23,Refund Request,Pending
CALL05074,PAX05074,2024-11-24,19,General Inquiry,Escalated
CALL05075,PAX05075,2023-06-06,5,Refund Request,Escalated
CALL05076,PAX05076,2023-08-09,16,General Inquiry,Resolved
CALL05077,PAX05077,2024-10-29,38,General Inquiry,Pending
CALL05078,PAX05078,2025-01-15,49,Refund Request,Resolved
CALL05079,PAX05079,2023-06-02,15,Booking Issue,Escalated
CALL05080,PAX05080,2023-03-04,16,General Inquiry,Escalated
CALL05081,PAX05081,2023-04-18,18,General Inquiry,Pending
CALL05082,PAX05082,2024-08-17,31,General Inquiry,Escalated
CALL05083,PAX05083,2024-10-29,18,General Inquiry,Escalated
CALL05084,PAX05084,2023-04-03,56,General Inquiry,Resolved
CALL05085,PAX05085,2024-05-31,25,General Inquiry,Escalated
CALL05086,PAX05086,2023-04-18,11,Booking Issue,Pending
CALL05087,PAX05087,2024-07-13,52,Refund Request,Resolved
CALL05088,PAX05088,2023-03-10,22,Refund Request,Resolved
CALL05089,PAX05089,2024-10-28,40,Booking Issue,Resolved
CALL05090,PAX05090,2023-11-09,5,General Inquiry,Pending
CALL05091,PAX05091,2024-02-12,58,Booking Issue,Pending
CALL05092,PAX05092,2023-02-26,25,General Inquiry,Pending
CALL05093,PAX05093,2023-09-06,39,Booking Issue,Resolved
CALL05094,PAX05094,2024-09-09,17,Refund Request,Resolved
CALL05095,PAX05095,2024-09-27,45,General Inquiry,Pending
CALL05096,PAX05096,2024-04-15,14,Booking Issue,Resolved
CALL05097,PAX05097,2023-05-14,25,Refund Request,Resolved
CALL05098,PAX05098,2024-05-30,45,Refund Request,Resolved
CALL05099,PAX05099,2023-10-31,38,Refund Request,Resolved
CALL05100,PAX05100,2024-07-16,28,Booking Issue,Resolved
CALL05101,PAX05101,2024-04-06,16,Booking Issue,Pending
CALL05102,PAX05102,2023-11-07,13,Refund Request,Resolved
CALL05103,PAX05103,2024-09-14,41,Booking Issue,Pending
CALL05104,PAX05104,2023-06-20,59,Booking Issue,Resolved
CALL05105,PAX05105,2024-03-14,9,General Inquiry,Resolved
CALL05106,PAX05106,2023-02-24,46,Refund Request,Resolved
CALL05107,PAX05107,2024-07-22,6,General Inquiry,Resolved
CALL05108,PAX05108,2024-12-21,5,Booking Issue,Resolved
CALL05109,PAX05109,2024-08-22,44,Booking Issue,Resolved
CALL05110,PAX05110,2024-12-05,3,General Inquiry,Escalated
CALL05111,PAX05111,2024-11-01,24,Booking Issue,Resolved
CALL05112,PAX05112,2023-12-27,26,General Inquiry,Pending
CALL05113,PAX05113,2023-03-26,43,General Inquiry,Resolved
CALL05114,PAX05114,2024-02-14,16,General Inquiry,Pending
CALL05115,PAX05115,2024-04-15,36,Booking Issue,Pending
CALL05116,PAX05116,2023-10-28,48,Refund Request,Resolved
CALL05117,PAX05117,2024-04-14,13,Booking Issue,Pending
CALL05118,PAX05118,2023-12-16,15,Booking Issue,Resolved
CALL05119,PAX05119,2023-08-03,51,Booking Issue,Pending
CALL05120,PAX05120,2023-02-11,4,Refund Request,Escalated
CALL05121,PAX05121,2023-02-06,44,Booking Issue,Escalated
CALL05122,PAX05122,2024-02-07,48,General Inquiry,Escalated
CALL05123,PAX05123,2024-04-13,45,Booking Issue,Escalated
CALL05124,PAX05124,2024-05-06,12,General Inquiry,Resolved
CALL05125,PAX05125,2025-01-16,10,Booking Issue,Escalated
CALL05126,PAX05126,2024-04-17,60,Refund Request,Resolved
CALL05127,PAX05127,2024-03-07,2,Refund Request,Escalated
CALL05128,PAX05128,2023-10-23,8,Booking Issue,Escalated
CALL05129,PAX05129,2023-12-03,47,Booking Issue,Escalated
CALL05130,PAX05130,2025-01-27,48,Booking Issue,Resolved
CALL05131,PAX05131,2023-05-31,14,Booking Issue,Resolved
CALL05132,PAX05132,2025-01-08,46,General Inquiry,Resolved
CALL05133,PAX05133,2023-10-17,24,Refund Request,Escalated
CALL05134,PAX05134,2024-08-09,12,General Inquiry,Resolved
CALL05135,PAX05135,2023-05-27,24,Booking Issue,Escalated
CALL05136,PAX05136,2023-12-11,2,Booking Issue,Escalated
CALL05137,PAX05137,2023-05-25,20,Booking Issue,Resolved
CALL05138,PAX05138,2024-07-12,22,Booking Issue,Resolved
CALL05139,PAX05139,2024-05-30,34,Refund Request,Resolved
CALL05140,PAX05140,2024-03-06,6,Booking Issue,Escalated
CALL05141,PAX05141,2024-10-15,47,Refund Request,Resolved
CALL05142,PAX05142,2024-08-25,37,Booking Issue,Pending
CALL05143,PAX05143,2024-02-11,22,General Inquiry,Pending
CALL05144,PAX05144,2024-12-10,3,Booking Issue,Escalated
CALL05145,PAX05145,2024-03-14,53,Refund Request,Pending
CALL05146,PAX05146,2024-12-29,1,Refund Request,Pending
CALL05147,PAX05147,2023-02-10,21,General Inquiry,Escalated
CALL05148,PAX05148,2024-09-08,40,General Inquiry,Pending
CALL05149,PAX05149,2023-09-10,14,Booking Issue,Pending
CALL05150,PAX05150,2024-09-03,39,General Inquiry,Resolved
CALL05151,PAX05151,2025-01-12,44,Booking Issue,Pending
CALL05152,PAX05152,2023-09-27,13,Booking Issue,Resolved
CALL05153,PAX05153,2023-05-31,8,General Inquiry,Pending
CALL05154,PAX05154,2023-12-07,59,General Inquiry,Escalated
CALL05155,PAX05155,2023-10-05,56,Refund Request,Pending
CALL05156,PAX05156,2023-09-08,4,Booking Issue,Pending
CALL05157,PAX05157,2024-05-11,28,Refund Request,Pending
CALL05158,PAX05158,2024-11-04,1,Refund Request,Pending
CALL05159,PAX05159,2024-12-10,57,Booking Issue,Pending
CALL05160,PAX05160,2023-06-13,1,General Inquiry,Resolved
CALL05161,PAX05161,2023-10-06,13,Refund Request,Resolved
CALL05162,PAX05162,2023-02-21,49,Booking Issue,Pending
CALL05163,PAX05163,2024-06-29,6,Refund Request,Pending
CALL05164,PAX05164,2024-06-25,6,Booking Issue,Pending
CALL05165,PAX05165,2024-02-25,5,Refund Request,Resolved
CALL05166,PAX05166,2023-08-07,6,Booking Issue,Resolved
CALL05167,PAX05167,2023-04-26,36,General Inquiry,Resolved
CALL05168,PAX05168,2024-06-21,17,Booking Issue,Escalated
CALL05169,PAX05169,2024-11-16,60,Booking Issue,Pending
CALL05170,PAX05170,2024-09-23,44,General Inquiry,Escalated
CALL05171,PAX05171,2023-04-13,44,Booking Issue,Resolved
CALL05172,PAX05172,2024-12-05,39,Refund Request,Pending
CALL05173,PAX05173,2024-01-11,16,Booking Issue,Escalated
CALL05174,PAX05174,2024-10-30,56,Booking Issue,Resolved
CALL05175,PAX05175,2024-09-01,10,Booking Issue,Pending
CALL05176,PAX05176,2025-01-28,9,Refund Request,Pending
CALL05177,PAX05177,2024-08-10,34,Refund Request,Escalated
CALL05178,PAX05178,2023-07-29,26,Refund Request,Escalated
CALL05179,PAX05179,2024-09-01,56,Booking Issue,Escalated
CALL05180,PAX05180,2023-07-19,41,Refund Request,Pending
CALL05181,PAX05181,2024-03-01,53,General Inquiry,Escalated
CALL05182,PAX05182,2023-06-20,57,General Inquiry,Pending
CALL05183,PAX05183,2023-08-05,7,Refund Request,Escalated
CALL05184,PAX05184,2024-08-10,52,Booking Issue,Resolved
CALL05185,PAX05185,2024-02-24,8,Booking Issue,Pending
CALL05186,PAX05186,2023-12-10,7,General Inquiry,Escalated
CALL05187,PAX05187,2024-03-02,8,Refund Request,Resolved
CALL05188,PAX05188,2024-02-09,54,General Inquiry,Escalated
CALL05189,PAX05189,2023-10-19,46,General Inquiry,Resolved
CALL05190,PAX05190,2024-01-19,36,Refund Request,Pending
CALL05191,PAX05191,2024-10-10,36,General Inquiry,Escalated
CALL05192,PAX05192,2024-02-19,20,Refund Request,Escalated
CALL05193,PAX05193,2023-11-30,30,Refund Request,Resolved
CALL05194,PAX05194,2024-01-21,44,Refund Request,Resolved
CALL05195,PAX05195,2023-06-08,23,Booking Issue,Escalated
CALL05196,PAX05196,2023-02-03,17,Refund Request,Escalated
CALL05197,PAX05197,2024-12-28,20,General Inquiry,Escalated
CALL05198,PAX05198,2023-11-17,41,Refund Request,Pending
CALL05199,PAX05199,2024-03-20,31,General Inquiry,Pending
CALL05200,PAX05200,2024-02-23,4,Refund Request,Pending
CALL05201,PAX05201,2024-05-06,29,Refund Request,Pending
CALL05202,PAX05202,2024-09-01,29,Booking Issue,Escalated
CALL05203,PAX05203,2023-11-07,37,Booking Issue,Escalated
CALL05204,PAX05204,2023-09-11,7,Booking Issue,Pending
CALL05205,PAX05205,2025-01-17,24,Booking Issue,Resolved
CALL05206,PAX05206,2023-08-26,8,General Inquiry,Resolved
CALL05207,PAX05207,2024-11-29,7,Booking Issue,Pending
CALL05208,PAX05208,2024-03-21,48,Booking Issue,Pending
CALL05209,PAX05209,2025-01-25,44,General Inquiry,Resolved
CALL05210,PAX05210,2023-11-29,43,General Inquiry,Pending
CALL05211,PAX05211,2024-09-10,51,Refund Request,Pending
CALL05212,PAX05212,2023-10-11,34,Refund Request,Pending
CALL05213,PAX05213,2023-09-20,57,General Inquiry,Escalated
CALL05214,PAX05214,2025-01-20,1,General Inquiry,Resolved
CALL05215,PAX05215,2023-10-25,10,General Inquiry,Escalated
CALL05216,PAX05216,2023-04-05,43,General Inquiry,Resolved
CALL05217,PAX05217,2023-01-29,40,Booking Issue,Escalated
CALL05218,PAX05218,2024-07-15,52,Booking Issue,Escalated
CALL05219,PAX05219,2024-02-04,32,Refund Request,Pending
CALL05220,PAX05220,2023-08-15,28,General Inquiry,Resolved
CALL05221,PAX05221,2023-06-17,10,Refund Request,Resolved
CALL05222,PAX05222,2024-10-22,2,General Inquiry,Escalated
CALL05223,PAX05223,2024-12-30,20,Booking Issue,Resolved
CALL05224,PAX05224,2023-02-15,56,General Inquiry,Resolved
CALL05225,PAX05225,2024-07-02,3,General Inquiry,Resolved
CALL05226,PAX05226,2024-08-18,56,Refund Request,Escalated
CALL05227,PAX05227,2023-03-14,21,Booking Issue,Pending
CALL05228,PAX05228,2024-10-27,21,Refund Request,Pending
CALL05229,PAX05229,2024-05-25,43,General Inquiry,Pending
CALL05230,PAX05230,2023-09-24,58,Booking Issue,Escalated
CALL05231,PAX05231,2024-08-11,3,Refund Request,Pending
CALL05232,PAX05232,2023-12-10,14,Refund Request,Pending
CALL05233,PAX05233,2023-04-12,25,Booking Issue,Escalated
CALL05234,PAX05234,2024-07-01,2,General Inquiry,Pending
CALL05235,PAX05235,2024-09-12,26,General Inquiry,Escalated
CALL05236,PAX05236,2023-11-06,13,Booking Issue,Resolved
CALL05237,PAX05237,2024-11-26,44,Booking Issue,Pending
CALL05238,PAX05238,2024-01-06,2,Booking Issue,Pending
CALL05239,PAX05239,2023-04-19,41,Refund Request,Escalated
CALL05240,PAX05240,2023-07-06,35,General Inquiry,Escalated
CALL05241,PAX05241,2025-01-11,10,Booking Issue,Escalated
CALL05242,PAX05242,2023-12-08,13,Refund Request,Resolved
CALL05243,PAX05243,2024-11-08,29,General Inquiry,Resolved
CALL05244,PAX05244,2023-09-28,46,General Inquiry,Resolved
CALL05245,PAX05245,2024-01-30,8,General Inquiry,Resolved
CALL05246,PAX05246,2023-12-14,43,Refund Request,Pending
CALL05247,PAX05247,2024-02-07,42,Refund Request,Pending
CALL05248,PAX05248,2024-10-17,17,Refund Request,Escalated
CALL05249,PAX05249,2023-12-25,21,Refund Request,Pending
CALL05250,PAX05250,2024-10-05,9,General Inquiry,Resolved
CALL05251,PAX05251,2023-01-29,19,Booking Issue,Pending
CALL05252,PAX05252,2024-03-30,27,Refund Request,Resolved
CALL05253,PAX05253,2023-02-01,38,Booking Issue,Resolved
CALL05254,PAX05254,2024-03-13,7,Booking Issue,Pending
CALL05255,PAX05255,2023-12-20,17,Refund Request,Resolved
CALL05256,PAX05256,2024-01-18,32,Booking Issue,Pending
CALL05257,PAX05257,2023-03-26,44,Booking Issue,Resolved
CALL05258,PAX05258,2023-09-18,54,Booking Issue,Resolved
CALL05259,PAX05259,2024-02-26,23,Booking Issue,Resolved
CALL05260,PAX05260,2023-10-12,42,General Inquiry,Resolved
CALL05261,PAX05261,2023-06-28,57,Booking Issue,Pending
CALL05262,PAX05262,2024-08-05,55,General Inquiry,Pending
CALL05263,PAX05263,2024-08-08,46,General Inquiry,Escalated
CALL05264,PAX05264,2023-03-03,41,Booking Issue,Escalated
CALL05265,PAX05265,2024-04-02,29,Refund Request,Escalated
CALL05266,PAX05266,2023-02-17,12,Refund Request,Resolved
CALL05267,PAX05267,2024-08-20,49,General Inquiry,Pending
CALL05268,PAX05268,2023-06-21,27,General Inquiry,Pending
CALL05269,PAX05269,2024-05-23,14,Refund Request,Resolved
CALL05270,PAX05270,2023-04-18,38,Refund Request,Resolved
CALL05271,PAX05271,2024-05-17,43,Booking Issue,Escalated
CALL05272,PAX05272,2023-07-01,40,Refund Request,Escalated
CALL05273,PAX05273,2023-09-26,59,Refund Request,Resolved
CALL05274,PAX05274,2023-04-19,1,General Inquiry,Escalated
CALL05275,PAX05275,2024-02-23,31,Booking Issue,Escalated
CALL05276,PAX05276,2024-12-28,41,Refund Request,Pending
CALL05277,PAX05277,2024-07-31,21,General Inquiry,Escalated
CALL05278,PAX05278,2024-12-25,44,Refund Request,Escalated
CALL05279,PAX05279,2024-04-28,8,General Inquiry,Escalated
CALL05280,PAX05280,2023-06-02,13,General Inquiry,Resolved
CALL05281,PAX05281,2023-08-17,40,Refund Request,Escalated
CALL05282,PAX05282,2024-06-28,39,General Inquiry,Pending
CALL05283,PAX05283,2024-08-30,43,Booking Issue,Escalated
CALL05284,PAX05284,2023-06-17,5,General Inquiry,Resolved
CALL05285,PAX05285,2023-07-28,6,General Inquiry,Resolved
CALL05286,PAX05286,2023-03-05,6,Refund Request,Pending
CALL05287,PAX05287,2023-09-26,19,Refund Request,Resolved
CALL05288,PAX05288,2024-06-25,35,Refund Request,Escalated
CALL05289,PAX05289,2024-07-29,58,Booking Issue,Pending
CALL05290,PAX05290,2023-10-16,14,General Inquiry,Escalated
CALL05291,PAX05291,2024-07-19,10,Refund Request,Pending
CALL05292,PAX05292,2023-10-05,3,Booking Issue,Pending
CALL05293,PAX05293,2023-05-12,47,General Inquiry,Pending
CALL05294,PAX05294,2023-12-11,45,Booking Issue,Resolved
CALL05295,PAX05295,2024-04-29,46,Refund Request,Escalated
CALL05296,PAX05296,2023-05-21,38,General Inquiry,Resolved
CALL05297,PAX05297,2024-11-03,33,Booking Issue,Resolved
CALL05298,PAX05298,2024-09-08,22,General Inquiry,Escalated
CALL05299,PAX05299,2024-08-04,53,Refund Request,Resolved
CALL05300,PAX05300,2024-01-30,56,Refund Request,Pending
CALL05301,PAX05301,2024-07-20,58,General Inquiry,Pending
CALL05302,PAX05302,2024-02-19,21,General Inquiry,Resolved
CALL05303,PAX05303,2025-01-26,33,General Inquiry,Resolved
CALL05304,PAX05304,2024-12-18,52,Refund Request,Resolved
CALL05305,PAX05305,2023-03-30,44,Booking Issue,Escalated
CALL05306,PAX05306,2024-02-26,27,Refund Request,Resolved
CALL05307,PAX05307,2024-07-31,31,General Inquiry,Resolved
CALL05308,PAX05308,2024-01-13,56,General Inquiry,Resolved
CALL05309,PAX05309,2024-03-14,51,General Inquiry,Pending
CALL05310,PAX05310,2024-12-29,12,General Inquiry,Resolved
CALL05311,PAX05311,2024-06-10,20,Refund Request,Resolved
CALL05312,PAX05312,2024-04-29,27,Booking Issue,Pending
CALL05313,PAX05313,2024-11-03,25,Booking Issue,Escalated
CALL05314,PAX05314,2023-11-03,22,Booking Issue,Resolved
CALL05315,PAX05315,2024-10-10,6,Booking Issue,Escalated
CALL05316,PAX05316,2023-11-12,17,Booking Issue,Resolved
CALL05317,PAX05317,2024-02-04,26,Booking Issue,Resolved
CALL05318,PAX05318,2024-04-03,19,Refund Request,Pending
CALL05319,PAX05319,2024-11-26,9,Refund Request,Resolved
CALL05320,PAX05320,2023-12-22,30,Refund Request,Pending
CALL05321,PAX05321,2024-01-19,40,General Inquiry,Pending
CALL05322,PAX05322,2024-12-04,13,Booking Issue,Escalated
CALL05323,PAX05323,2024-11-16,31,General Inquiry,Resolved
CALL05324,PAX05324,2024-04-17,46,General Inquiry,Escalated
CALL05325,PAX05325,2023-11-29,17,Booking Issue,Escalated
CALL05326,PAX05326,2023-03-18,35,Booking Issue,Resolved
CALL05327,PAX05327,2024-05-26,52,General Inquiry,Resolved
CALL05328,PAX05328,2024-11-15,38,General Inquiry,Escalated
CALL05329,PAX05329,2023-08-30,32,General Inquiry,Resolved
CALL05330,PAX05330,2023-06-02,23,General Inquiry,Escalated
CALL05331,PAX05331,2024-02-20,5,General Inquiry,Pending
CALL05332,PAX05332,2023-09-09,30,General Inquiry,Escalated
CALL05333,PAX05333,2024-04-10,17,General Inquiry,Resolved
CALL05334,PAX05334,2025-01-13,19,Refund Request,Escalated
CALL05335,PAX05335,2024-12-09,31,Refund Request,Resolved
CALL05336,PAX05336,2023-02-24,24,Booking Issue,Escalated
CALL05337,PAX05337,2023-04-29,18,General Inquiry,Pending
CALL05338,PAX05338,2024-09-09,1,Refund Request,Pending
CALL05339,PAX05339,2023-09-05,49,General Inquiry,Pending
CALL05340,PAX05340,2024-04-29,37,General Inquiry,Pending
CALL05341,PAX05341,2023-08-07,28,Refund Request,Resolved
CALL05342,PAX05342,2024-01-31,4,Booking Issue,Resolved
CALL05343,PAX05343,2024-03-16,5,Refund Request,Escalated
CALL05344,PAX05344,2023-08-05,29,Refund Request,Resolved
CALL05345,PAX05345,2024-08-30,38,Booking Issue,Pending
CALL05346,PAX05346,2023-02-23,57,Booking Issue,Resolved
CALL05347,PAX05347,2023-07-23,7,General Inquiry,Escalated
CALL05348,PAX05348,2023-10-16,13,General Inquiry,Escalated
CALL05349,PAX05349,2024-04-09,40,General Inquiry,Pending
CALL05350,PAX05350,2023-12-17,10,Refund Request,Resolved
CALL05351,PAX05351,2023-02-25,48,Booking Issue,Pending
CALL05352,PAX05352,2024-01-19,26,General Inquiry,Pending
CALL05353,PAX05353,2024-12-26,39,Booking Issue,Escalated
CALL05354,PAX05354,2024-07-09,46,Refund Request,Escalated
CALL05355,PAX05355,2023-02-20,55,General Inquiry,Escalated
CALL05356,PAX05356,2023-04-26,2,Refund Request,Escalated
CALL05357,PAX05357,2024-08-03,49,Booking Issue,Resolved
CALL05358,PAX05358,2023-07-14,59,Refund Request,Resolved
CALL05359,PAX05359,2023-05-05,24,Refund Request,Resolved
CALL05360,PAX05360,2024-08-17,55,Refund Request,Resolved
CALL05361,PAX05361,2025-01-25,17,Booking Issue,Escalated
CALL05362,PAX05362,2024-06-11,16,General Inquiry,Resolved
CALL05363,PAX05363,2024-08-07,28,General Inquiry,Resolved
CALL05364,PAX05364,2024-03-07,60,Refund Request,Escalated
CALL05365,PAX05365,2024-05-30,11,Refund Request,Resolved
CALL05366,PAX05366,2023-10-16,7,Booking Issue,Escalated
CALL05367,PAX05367,2023-12-03,39,Refund Request,Escalated
CALL05368,PAX05368,2025-01-18,32,General Inquiry,Pending
CALL05369,PAX05369,2023-09-19,25,General Inquiry,Resolved
CALL05370,PAX05370,2024-06-29,57,Refund Request,Escalated
CALL05371,PAX05371,2023-05-13,27,Booking Issue,Resolved
CALL05372,PAX05372,2024-12-03,17,General Inquiry,Escalated
CALL05373,PAX05373,2024-05-02,44,General Inquiry,Escalated
CALL05374,PAX05374,2024-01-04,47,Booking Issue,Escalated
CALL05375,PAX05375,2024-12-22,50,General Inquiry,Escalated
CALL05376,PAX05376,2023-09-24,39,Booking Issue,Resolved
CALL05377,PAX05377,2023-03-06,35,Booking Issue,Escalated
CALL05378,PAX05378,2023-12-10,52,Refund Request,Pending
CALL05379,PAX05379,2025-01-04,46,Booking Issue,Pending
CALL05380,PAX05380,2023-12-14,17,Booking Issue,Escalated
CALL05381,PAX05381,2024-08-27,23,General Inquiry,Escalated
CALL05382,PAX05382,2024-03-25,38,Booking Issue,Escalated
