hotel_booking_id,pax_id,hotel_id,check_in_date,check_out_date,num_of_guests,booking_status,payment_method,currency,transaction_amount
HB05283,PAX05283,HOTEL145,2023-08-26,2026-01-09,2,Pending,UPI,EUR,317.4
HB05284,PAX05284,HOTEL193,2024-10-19,2025-06-17,4,Confirmed,PayPal,EUR,297.18
HB05285,PAX05285,HOTEL36,2023-10-27,2025-11-20,1,Canceled,UPI,USD,216.28
HB05286,PAX05286,HOTEL299,2024-08-04,2025-05-08,1,No-Show,Net Banking,USD,280.82
HB05287,PAX05287,HOTEL231,2023-04-26,2025-12-15,3,Canceled,PayPal,INR,164.36
HB05288,PAX05288,HOTEL262,2024-12-30,2025-11-03,3,Canceled,Net Banking,EUR,349.86
HB05289,PAX05289,HOTEL121,2023-01-29,2025-08-29,2,No-Show,UPI,EUR,105.27
HB05290,PAX05290,HOTEL338,2023-07-18,2026-01-21,4,Pending,Net Banking,GBP,274.66
HB05291,PAX05291,HOTEL78,2024-03-15,2025-03-24,1,No-Show,UPI,INR,319.61
HB05292,PAX05292,HOTEL102,2024-11-07,2025-05-04,1,Confirmed,PayPal,GBP,98.73
HB05293,PAX05293,HOTEL27,2024-09-30,2025-04-13,4,Confirmed,UPI,INR,488.93
HB05294,PAX05294,HOTEL85,2023-12-30,2026-01-04,4,Canceled,UPI,GBP,302.04
HB05295,PAX05295,HOTEL243,2024-02-22,2025-02-23,3,Pending,UPI,GBP,339.42
HB05296,PAX05296,HOTEL50,2024-10-28,2025-04-12,4,Pending,PayPal,GBP,149.72
HB05297,PAX05297,HOTEL169,2023-09-13,2025-10-03,3,Canceled,UPI,GBP,212.66
HB05298,PAX05298,HOTEL182,2024-05-13,2025-02-20,1,Pending,PayPal,USD,499.68
HB05299,PAX05299,HOTEL221,2023-12-23,2025-05-31,5,Confirmed,Credit Card,INR,297.36
HB05300,PAX05300,HOTEL253,2024-10-08,2025-09-20,5,Canceled,UPI,EUR,392.53
HB05301,PAX05301,HOTEL53,2023-08-17,2025-11-24,1,Confirmed,PayPal,EUR,300.69
HB05302,PAX05302,HOTEL274,2024-11-13,2025-04-08,2,No-Show,UPI,GBP,469.56
HB05303,PAX05303,HOTEL451,2023-02-22,2025-08-11,4,Pending,UPI,EUR,449.2
HB05304,PAX05304,HOTEL88,2024-11-08,2025-09-02,3,Pending,PayPal,INR,494.24
HB05305,PAX05305,HOTEL14,2023-10-29,2025-11-24,3,Confirmed,Net Banking,GBP,439.59
HB05306,PAX05306,HOTEL127,2023-07-08,2025-11-05,5,Canceled,PayPal,EUR,182.74
HB05307,PAX05307,HOTEL56,2023-04-29,2025-09-16,3,Confirmed,Net Banking,EUR,302.87
HB05308,PAX05308,HOTEL74,2025-01-20,2025-06-11,2,No-Show,UPI,GBP,161.79
HB05309,PAX05309,HOTEL497,2024-01-24,2025-05-26,5,Canceled,UPI,USD,401.4
HB05310,PAX05310,HOTEL476,2024-02-29,2025-02-20,5,Confirmed,Credit Card,INR,65.09
HB05311,PAX05311,HOTEL365,2023-05-15,2025-03-14,2,Confirmed,Net Banking,USD,243.15
HB05312,PAX05312,HOTEL304,2024-12-27,2025-02-16,3,Confirmed,Credit Card,INR,463.62
HB05313,PAX05313,HOTEL175,2023-02-09,2025-11-06,3,No-Show,PayPal,GBP,462.61
HB05314,PAX05314,HOTEL317,2024-06-16,2025-05-02,4,Pending,UPI,INR,57.71
HB05315,PAX05315,HOTEL199,2023-11-16,2025-11-27,2,Confirmed,PayPal,USD,185.25
HB05316,PAX05316,HOTEL25,2024-11-18,2025-02-21,1,Canceled,Credit Card,GBP,359.78
HB05317,PAX05317,HOTEL361,2024-03-09,2025-09-15,5,Canceled,PayPal,EUR,432.39
HB05318,PAX05318,HOTEL425,2023-04-15,2025-07-05,4,Pending,UPI,INR,302.14
HB05319,PAX05319,HOTEL39,2023-02-25,2025-06-15,2,Confirmed,Credit Card,EUR,468.75
HB05320,PAX05320,HOTEL75,2023-08-24,2025-03-25,3,Canceled,Net Banking,GBP,91.07
HB05321,PAX05321,HOTEL147,2024-01-05,2025-06-17,1,Canceled,PayPal,EUR,179.64
HB05322,PAX05322,HOTEL340,2024-09-16,2025-12-05,3,Canceled,UPI,GBP,376.97
HB05323,PAX05323,HOTEL426,2024-12-02,2025-10-12,3,Pending,Credit Card,GBP,461.02
HB05324,PAX05324,HOTEL395,2024-05-07,2025-10-06,1,Confirmed,PayPal,INR,427.6
HB05325,PAX05325,HOTEL400,2023-03-24,2025-12-13,3,Pending,Credit Card,USD,417.91
HB05326,PAX05326,HOTEL378,2023-06-08,2025-12-15,5,No-Show,Credit Card,USD,447.03
HB05327,PAX05327,HOTEL497,2024-12-30,2025-12-11,2,Pending,UPI,USD,219.93
HB05328,PAX05328,HOTEL14,2024-07-13,2025-06-10,4,Pending,Credit Card,EUR,144.7
HB05329,PAX05329,HOTEL420,2024-09-28,2026-01-09,5,Canceled,Net Banking,EUR,166.84
HB05330,PAX05330,HOTEL204,2024-03-02,2025-02-17,5,Canceled,PayPal,GBP,456.36
HB05331,PAX05331,HOTEL36,2025-01-24,2025-07-26,1,No-Show,PayPal,GBP,340.71
HB05332,PAX05332,HOTEL86,2024-12-18,2025-12-05,4,Canceled,Credit Card,INR,135.96
HB05333,PAX05333,HOTEL59,2023-10-26,2025-02-22,5,Confirmed,Credit Card,GBP,171.15
HB05334,PAX05334,HOTEL388,2024-06-07,2025-08-06,3,Confirmed,Net Banking,EUR,126.36
HB05335,PAX05335,HOTEL269,2023-05-28,2025-09-04,2,Canceled,Credit Card,EUR,255.87
HB05336,PAX05336,HOTEL479,2024-06-09,2025-06-25,1,Canceled,PayPal,EUR,305.65
HB05337,PAX05337,HOTEL379,2023-09-02,2025-07-21,4,Pending,PayPal,INR,426.28
HB05338,PAX05338,HOTEL456,2023-12-25,2025-12-16,1,Canceled,PayPal,EUR,287.82
HB05339,PAX05339,HOTEL424,2024-11-15,2025-09-07,2,Confirmed,UPI,USD,141.2
HB05340,PAX05340,HOTEL257,2024-06-11,2026-01-16,4,Pending,PayPal,EUR,251.88
HB05341,PAX05341,HOTEL169,2024-03-02,2025-02-21,3,No-Show,Net Banking,EUR,224.4
HB05342,PAX05342,HOTEL385,2024-09-10,2025-06-13,3,No-Show,Credit Card,USD,358.74
HB05343,PAX05343,HOTEL407,2023-02-05,2025-08-28,1,Canceled,Credit Card,INR,159.73
HB05344,PAX05344,HOTEL173,2024-05-27,2025-06-11,1,No-Show,Net Banking,INR,280.2
HB05345,PAX05345,HOTEL391,2023-04-20,2025-10-28,4,Canceled,PayPal,EUR,55.7
HB05346,PAX05346,HOTEL471,2024-04-16,2025-02-02,5,Canceled,PayPal,GBP,166.93
HB05347,PAX05347,HOTEL386,2024-02-10,2025-02-28,2,No-Show,UPI,INR,173.71
HB05348,PAX05348,HOTEL86,2025-01-09,2025-09-10,2,Confirmed,Net Banking,EUR,139.31
HB05349,PAX05349,HOTEL152,2023-11-26,2025-06-03,3,Canceled,PayPal,USD,351.17
HB05350,PAX05350,HOTEL316,2023-08-04,2025-10-09,1,Pending,UPI,USD,288.83
HB05351,PAX05351,HOTEL58,2023-05-16,2025-02-04,1,Confirmed,PayPal,EUR,391.53
HB05352,PAX05352,HOTEL67,2024-06-08,2025-10-20,1,Confirmed,Credit Card,GBP,446.96
HB05353,PAX05353,HOTEL488,2023-04-14,2025-08-11,4,No-Show,Credit Card,USD,169.91
HB05354,PAX05354,HOTEL229,2024-06-03,2025-12-31,4,No-Show,Credit Card,GBP,255.23
HB05355,PAX05355,HOTEL178,2024-03-06,2025-03-12,2,No-Show,Credit Card,EUR,353.66
HB05356,PAX05356,HOTEL3,2023-05-30,2025-04-17,3,No-Show,PayPal,EUR,258.82
HB05357,PAX05357,HOTEL275,2023-07-21,2025-06-26,4,Pending,Credit Card,GBP,285.13
HB05358,PAX05358,HOTEL415,2024-09-08,2025-04-03,5,Confirmed,Net Banking,GBP,163.55
HB05359,PAX05359,HOTEL431,2024-09-07,2025-05-18,3,Canceled,Credit Card,GBP,211.17
HB05360,PAX05360,HOTEL487,2023-11-01,2026-01-10,3,Confirmed,UPI,INR,283.26
HB05361,PAX05361,HOTEL460,2023-07-10,2025-02-14,1,No-Show,Credit Card,INR,330.25
HB05362,PAX05362,HOTEL480,2024-07-19,2025-01-31,3,Confirmed,UPI,USD,416.68
HB05363,PAX05363,HOTEL432,2025-01-04,2025-10-03,4,No-Show,Credit Card,USD,98.2
HB05364,PAX05364,HOTEL182,2023-08-03,2025-05-02,1,Confirmed,PayPal,GBP,194.94
HB05365,PAX05365,HOTEL51,2023-07-18,2025-04-25,5,Pending,PayPal,EUR,491.45
HB05366,PAX05366,HOTEL87,2024-01-14,2026-01-01,2,Pending,Credit Card,EUR,478.21
HB05367,PAX05367,HOTEL209,2023-11-08,2025-04-14,3,Confirmed,UPI,GBP,153.72
HB05368,PAX05368,HOTEL184,2023-05-20,2025-05-06,1,Pending,PayPal,INR,435.96
HB05369,PAX05369,HOTEL172,2024-07-02,2025-04-10,4,Canceled,UPI,INR,217.05
HB05370,PAX05370,HOTEL404,2024-06-17,2025-03-30,4,No-Show,PayPal,USD,117.53
HB05371,PAX05371,HOTEL393,2024-12-11,2025-08-07,5,No-Show,Net Banking,INR,54.04
HB05372,PAX05372,HOTEL68,2023-11-08,2025-09-26,1,Pending,Credit Card,INR,56.81
HB05373,PAX05373,HOTEL93,2024-02-18,2025-11-25,5,No-Show,Net Banking,GBP,166.31
HB05374,PAX05374,HOTEL471,2025-01-27,2025-07-04,5,Pending,UPI,INR,319.15
HB05375,PAX05375,HOTEL22,2023-07-03,2025-05-08,4,Pending,Credit Card,INR,468.63
HB05376,PAX05376,HOTEL389,2024-12-29,2025-10-30,5,Pending,Credit Card,GBP,169.23
HB05377,PAX05377,HOTEL55,2024-02-26,2025-06-11,1,Canceled,PayPal,USD,186.77
HB05378,PAX05378,HOTEL380,2023-08-19,2025-10-29,4,No-Show,Net Banking,EUR,73.66
HB05379,PAX05379,HOTEL297,2023-02-01,2025-04-08,5,Pending,Net Banking,USD,168.3
HB05380,PAX05380,HOTEL280,2023-03-03,2025-11-29,5,No-Show,UPI,GBP,89.37
HB05381,PAX05381,HOTEL180,2023-07-06,2025-06-21,4,Pending,PayPal,EUR,478.37
HB05382,PAX05382,HOTEL360,2024-09-06,2025-12-05,4,Pending,UPI,EUR,242.21
HB05383,PAX05383,HOTEL8,2023-07-08,2025-09-01,3,Confirmed,Credit Card,USD,446.42
HB05384,PAX05384,HOTEL167,2024-05-19,2025-10-04,5,No-Show,Credit Card,USD,226.77
HB05385,PAX05385,HOTEL415,2023-10-12,2025-02-19,4,Canceled,UPI,USD,89.2
HB05386,PAX05386,HOTEL313,2023-05-18,2025-11-06,5,Pending,Net Banking,EUR,222.72
HB05387,PAX05387,HOTEL26,2024-07-20,2025-07-21,4,Pending,PayPal,GBP,203.74
HB05388,PAX05388,HOTEL288,2024-09-17,2025-11-19,3,No-Show,PayPal,INR,115.99
HB05389,PAX05389,HOTEL309,2024-07-20,2025-10-12,3,Canceled,Net Banking,GBP,98.97
HB05390,PAX05390,HOTEL307,2023-06-08,2025-03-11,3,No-Show,UPI,INR,486.42
HB05391,PAX05391,HOTEL376,2024-09-12,2025-03-14,5,Confirmed,PayPal,GBP,294.68
HB05392,PAX05392,HOTEL442,2024-04-08,2025-02-25,5,Canceled,PayPal,USD,246.78
HB05393,PAX05393,HOTEL187,2023-06-17,2025-10-01,5,Pending,Credit Card,USD,466.66
HB05394,PAX05394,HOTEL301,2024-05-28,2025-12-14,2,No-Show,UPI,USD,328.06
HB05395,PAX05395,HOTEL431,2024-12-16,2025-10-13,2,Canceled,Credit Card,INR,496.55
HB05396,PAX05396,HOTEL288,2023-08-22,2025-04-16,1,Confirmed,Net Banking,INR,120.07
HB05397,PAX05397,HOTEL497,2023-08-26,2025-07-02,1,Confirmed,PayPal,GBP,235.4
HB05398,PAX05398,HOTEL484,2023-05-07,2025-04-21,5,No-Show,PayPal,GBP,401.23
HB05399,PAX05399,HOTEL165,2024-08-01,2026-01-10,4,Confirmed,Credit Card,GBP,170.56
HB05400,PAX05400,HOTEL95,2024-05-11,2025-02-14,1,Canceled,PayPal,EUR,157.81
HB05401,PAX05401,HOTEL421,2025-01-04,2025-09-19,5,Pending,Credit Card,USD,128.77
HB05402,PAX05402,HOTEL173,2023-04-26,2025-10-11,4,Confirmed,UPI,EUR,315.65
HB05403,PAX05403,HOTEL55,2024-03-09,2025-11-14,1,Canceled,Net Banking,EUR,135.83
HB05404,PAX05404,HOTEL249,2024-07-01,2025-10-08,1,Pending,PayPal,GBP,191.42
HB05405,PAX05405,HOTEL343,2024-02-04,2025-03-25,5,Pending,PayPal,GBP,130.47
HB05406,PAX05406,HOTEL432,2023-03-07,2025-03-12,3,Pending,PayPal,USD,384.39
HB05407,PAX05407,HOTEL409,2024-05-02,2025-08-17,5,No-Show,UPI,INR,74.02
HB05408,PAX05408,HOTEL162,2023-11-23,2025-02-13,1,Canceled,Credit Card,INR,357.58
HB05409,PAX05409,HOTEL65,2024-01-21,2025-04-20,3,Pending,Credit Card,GBP,185.19
HB05410,PAX05410,HOTEL139,2024-06-05,2025-01-30,5,Pending,Net Banking,INR,235.73
HB05411,PAX05411,HOTEL432,2023-11-05,2025-06-13,2,Confirmed,PayPal,USD,470.34
HB05412,PAX05412,HOTEL356,2024-11-29,2025-07-23,1,Pending,PayPal,INR,83.91
HB05413,PAX05413,HOTEL201,2025-01-05,2025-08-21,2,No-Show,PayPal,EUR,413.01
HB05414,PAX05414,HOTEL273,2023-03-19,2025-03-02,4,No-Show,UPI,GBP,261.34
HB05415,PAX05415,HOTEL404,2023-11-27,2026-01-22,2,Confirmed,UPI,EUR,353.62
HB05416,PAX05416,HOTEL97,2024-01-26,2025-09-23,5,Confirmed,Credit Card,USD,458.94
HB05417,PAX05417,HOTEL316,2023-03-03,2026-01-26,5,Pending,UPI,EUR,119.15
HB05418,PAX05418,HOTEL359,2024-07-20,2025-11-20,4,Pending,PayPal,EUR,81.23
HB05419,PAX05419,HOTEL72,2024-02-27,2025-07-21,5,Pending,UPI,INR,185.64
HB05420,PAX05420,HOTEL439,2024-01-31,2025-11-05,1,Canceled,Credit Card,USD,473.82
HB05421,PAX05421,HOTEL430,2025-01-23,2025-05-23,4,Canceled,PayPal,GBP,285.18
HB05422,PAX05422,HOTEL209,2023-06-03,2025-12-16,1,Canceled,Net Banking,INR,207.94
HB05423,PAX05423,HOTEL445,2024-10-17,2025-05-01,5,Canceled,Credit Card,EUR,239.34
HB05424,PAX05424,HOTEL296,2024-02-03,2025-07-13,4,Canceled,Net Banking,EUR,106.45
HB05425,PAX05425,HOTEL187,2024-04-08,2025-03-19,3,Confirmed,UPI,INR,305.88
HB05426,PAX05426,HOTEL388,2024-01-13,2026-01-25,5,Pending,Net Banking,GBP,402.83
HB05427,PAX05427,HOTEL213,2024-12-25,2025-10-13,2,No-Show,Net Banking,USD,279.89
HB05428,PAX05428,HOTEL274,2023-07-22,2025-05-25,2,Confirmed,Credit Card,INR,312.14
HB05429,PAX05429,HOTEL269,2024-07-18,2025-07-30,2,Canceled,Net Banking,INR,384.92
HB05430,PAX05430,HOTEL5,2023-06-21,2025-12-23,4,Pending,PayPal,USD,380.53
HB05431,PAX05431,HOTEL19,2024-03-31,2026-01-05,2,No-Show,UPI,INR,488.66
HB05432,PAX05432,HOTEL226,2024-08-17,2025-10-06,3,Confirmed,PayPal,USD,243.11
HB05433,PAX05433,HOTEL133,2024-05-19,2025-06-19,5,Pending,UPI,GBP,364.99
HB05434,PAX05434,HOTEL413,2023-02-04,2025-12-17,4,No-Show,Credit Card,USD,393.02
HB05435,PAX05435,HOTEL203,2023-02-01,2025-05-04,4,Pending,UPI,GBP,189.61
HB05436,PAX05436,HOTEL294,2023-10-24,2025-09-26,3,Pending,Credit Card,INR,59.82
HB05437,PAX05437,HOTEL228,2024-06-11,2025-03-11,5,No-Show,Net Banking,EUR,333.34
HB05438,PAX05438,HOTEL370,2025-01-22,2025-05-12,3,Pending,Net Banking,GBP,474.3
HB05439,PAX05439,HOTEL65,2024-06-23,2026-01-08,4,Confirmed,PayPal,USD,236.86
HB05440,PAX05440,HOTEL351,2023-11-02,2025-04-04,3,Confirmed,Credit Card,EUR,449.54
HB05441,PAX05441,HOTEL418,2023-02-02,2025-04-18,5,No-Show,UPI,USD,297.7
HB05442,PAX05442,HOTEL231,2024-04-08,2025-08-01,4,Canceled,PayPal,INR,467.72
HB05443,PAX05443,HOTEL323,2023-07-21,2025-08-24,2,No-Show,PayPal,EUR,137.75
HB05444,PAX05444,HOTEL388,2025-01-09,2025-07-26,1,Confirmed,UPI,EUR,400.48
HB05445,PAX05445,HOTEL357,2024-09-12,2025-12-08,1,No-Show,Net Banking,GBP,249.19
HB05446,PAX05446,HOTEL426,2024-11-16,2025-05-11,4,Canceled,PayPal,GBP,272.25
HB05447,PAX05447,HOTEL395,2023-05-23,2025-08-28,2,No-Show,Credit Card,EUR,445.26
HB05448,PAX05448,HOTEL414,2023-05-11,2025-11-09,5,No-Show,Net Banking,EUR,278.78
HB05449,PAX05449,HOTEL481,2023-07-17,2025-05-28,4,Canceled,Net Banking,INR,286.83
HB05450,PAX05450,HOTEL436,2024-07-15,2025-11-17,2,Confirmed,Net Banking,EUR,156.98
HB05451,PAX05451,HOTEL444,2024-07-18,2026-01-23,4,Confirmed,Credit Card,GBP,85.95
HB05452,PAX05452,HOTEL485,2024-11-17,2025-03-24,5,Canceled,Credit Card,GBP,195.14
HB05453,PAX05453,HOTEL161,2024-07-14,2025-07-20,2,Canceled,UPI,USD,368.21
HB05454,PAX05454,HOTEL338,2024-04-11,2025-12-22,2,No-Show,Net Banking,INR,151.15
HB05455,PAX05455,HOTEL100,2023-03-31,2025-04-10,2,Pending,Net Banking,GBP,253.16
HB05456,PAX05456,HOTEL360,2023-04-04,2025-10-03,2,Confirmed,PayPal,EUR,323.65
HB05457,PAX05457,HOTEL175,2024-07-15,2025-11-09,2,Canceled,Net Banking,GBP,171.14
HB05458,PAX05458,HOTEL323,2024-04-30,2025-06-21,3,Confirmed,Net Banking,USD,97.06
HB05459,PAX05459,HOTEL280,2024-04-04,2025-11-03,4,Canceled,Credit Card,USD,351.16
HB05460,PAX05460,HOTEL133,2023-09-26,2025-02-21,2,Confirmed,PayPal,USD,358.29
HB05461,PAX05461,HOTEL197,2024-03-29,2025-03-24,2,Confirmed,Net Banking,INR,278.27
HB05462,PAX05462,HOTEL427,2024-11-18,2025-06-18,3,No-Show,UPI,GBP,125.83
HB05463,PAX05463,HOTEL325,2023-09-19,2025-03-15,4,Confirmed,PayPal,INR,53.99
HB05464,PAX05464,HOTEL392,2023-07-19,2025-09-29,2,Confirmed,UPI,USD,101.67
HB05465,PAX05465,HOTEL216,2025-01-16,2025-06-02,4,No-Show,UPI,INR,425.15
HB05466,PAX05466,HOTEL88,2024-10-12,2025-08-20,3,Pending,Credit Card,EUR,127.01
HB05467,PAX05467,HOTEL239,2023-04-22,2025-03-12,1,Confirmed,PayPal,GBP,419.03
HB05468,PAX05468,HOTEL392,2024-10-20,2025-07-28,1,Pending,UPI,INR,391.45
HB05469,PAX05469,HOTEL96,2023-02-15,2025-03-01,3,Pending,Credit Card,EUR,125.01
HB05470,PAX05470,HOTEL441,2023-09-24,2025-08-15,5,Pending,UPI,GBP,173.63
HB05471,PAX05471,HOTEL136,2023-04-26,2025-03-26,4,Pending,Net Banking,USD,195.04
HB05472,PAX05472,HOTEL422,2024-06-24,2025-05-30,3,Canceled,UPI,USD,331.59
HB05473,PAX05473,HOTEL84,2023-09-07,2025-08-24,2,Pending,Credit Card,EUR,288.34
HB05474,PAX05474,HOTEL149,2023-12-04,2025-07-05,1,Canceled,UPI,EUR,261.89
HB05475,PAX05475,HOTEL234,2023-06-24,2025-10-21,5,Confirmed,Credit Card,USD,129.26
HB05476,PAX05476,HOTEL482,2024-09-21,2025-02-02,2,No-Show,PayPal,GBP,177.11
HB05477,PAX05477,HOTEL210,2024-06-28,2025-08-02,1,Pending,Credit Card,GBP,144.81
HB05478,PAX05478,HOTEL493,2024-11-07,2025-09-08,4,No-Show,Net Banking,GBP,482.73
HB05479,PAX05479,HOTEL105,2023-03-18,2025-09-26,5,Confirmed,Net Banking,GBP,292.75
HB05480,PAX05480,HOTEL290,2023-02-20,2025-06-19,2,Canceled,Credit Card,EUR,299.91
HB05481,PAX05481,HOTEL186,2024-01-16,2026-01-28,2,No-Show,Credit Card,USD,139.52
HB05482,PAX05482,HOTEL383,2024-04-01,2025-11-14,3,Canceled,PayPal,GBP,183.74
HB05483,PAX05483,HOTEL211,2024-01-09,2025-04-09,4,Confirmed,Net Banking,GBP,285.49
HB05484,PAX05484,HOTEL8,2023-10-08,2026-01-07,2,Confirmed,Credit Card,INR,246.84
HB05485,PAX05485,HOTEL16,2023-07-01,2025-05-15,3,Pending,PayPal,USD,337.08
HB05486,PAX05486,HOTEL133,2023-02-24,2025-03-12,4,No-Show,PayPal,USD,355.92
HB05487,PAX05487,HOTEL428,2024-05-01,2025-12-29,1,Canceled,Net Banking,GBP,291.08
HB05488,PAX05488,HOTEL206,2023-06-06,2026-01-03,5,Pending,Net Banking,EUR,386.87
HB05489,PAX05489,HOTEL206,2024-09-13,2025-08-12,4,Confirmed,PayPal,INR,423.92
HB05490,PAX05490,HOTEL292,2024-07-23,2026-01-05,5,Confirmed,Net Banking,GBP,478.64
HB05491,PAX05491,HOTEL59,2023-06-23,2025-07-27,5,Pending,Credit Card,EUR,240.94
HB05492,PAX05492,HOTEL377,2023-12-20,2025-04-23,3,Pending,Net Banking,INR,498.41
HB05493,PAX05493,HOTEL328,2023-08-14,2025-05-02,2,No-Show,Net Banking,GBP,126.57
HB05494,PAX05494,HOTEL294,2023-08-23,2025-07-02,1,No-Show,PayPal,INR,267.53
HB05495,PAX05495,HOTEL315,2025-01-07,2025-04-09,4,Canceled,Credit Card,USD,162.74
HB05496,PAX05496,HOTEL340,2023-12-13,2025-03-11,3,No-Show,UPI,EUR,223.79
HB05497,PAX05497,HOTEL209,2024-11-23,2025-08-18,1,Canceled,UPI,EUR,333.1
HB05498,PAX05498,HOTEL436,2024-03-08,2025-11-30,4,Canceled,PayPal,USD,379.71
HB05499,PAX05499,HOTEL315,2024-07-06,2025-09-30,2,Canceled,UPI,EUR,387.24
HB05500,PAX05500,HOTEL486,2024-09-18,2026-01-16,1,No-Show,Net Banking,INR,361.16
HB05501,PAX05501,HOTEL137,2023-10-12,2025-10-09,5,Confirmed,PayPal,INR,65.45
HB05502,PAX05502,HOTEL421,2023-02-06,2025-10-25,5,Confirmed,UPI,USD,265.59
HB05503,PAX05503,HOTEL285,2023-10-10,2025-11-03,1,Canceled,UPI,INR,471.59
HB05504,PAX05504,HOTEL408,2024-03-29,2025-04-20,2,Pending,PayPal,INR,135.8
HB05505,PAX05505,HOTEL372,2023-08-02,2025-09-24,1,Pending,Credit Card,GBP,109.98
HB05506,PAX05506,HOTEL487,2024-01-14,2025-09-01,3,Confirmed,Net Banking,USD,342.78
HB05507,PAX05507,HOTEL282,2023-12-13,2025-02-01,1,Canceled,Credit Card,INR,216.85
HB05508,PAX05508,HOTEL203,2024-03-15,2025-03-27,2,No-Show,Credit Card,GBP,181.35
HB05509,PAX05509,HOTEL247,2023-04-30,2025-03-02,1,Canceled,PayPal,INR,344.27
HB05510,PAX05510,HOTEL438,2024-08-12,2025-06-23,3,Canceled,UPI,EUR,375.84
HB05511,PAX05511,HOTEL344,2023-08-02,2025-10-10,4,No-Show,UPI,EUR,157.48
HB05512,PAX05512,HOTEL62,2023-12-29,2025-06-07,2,No-Show,Credit Card,GBP,403.38
HB05513,PAX05513,HOTEL434,2023-08-14,2025-12-01,2,Canceled,UPI,INR,459.07
HB05514,PAX05514,HOTEL460,2024-11-12,2025-03-31,1,Canceled,PayPal,EUR,471.93
HB05515,PAX05515,HOTEL449,2023-12-12,2025-06-29,2,Pending,UPI,GBP,293.23
HB05516,PAX05516,HOTEL159,2023-08-29,2025-05-23,3,Confirmed,Credit Card,GBP,76.83
HB05517,PAX05517,HOTEL124,2023-08-30,2025-06-21,1,Canceled,UPI,EUR,284.12
HB05518,PAX05518,HOTEL334,2024-11-20,2025-07-04,3,No-Show,UPI,EUR,193.92
HB05519,PAX05519,HOTEL219,2024-09-28,2025-02-02,5,No-Show,UPI,GBP,80.34
HB05520,PAX05520,HOTEL331,2023-07-21,2025-06-26,3,Pending,PayPal,INR,400.04
HB05521,PAX05521,HOTEL371,2024-05-25,2025-10-18,4,Pending,Credit Card,INR,117.29
HB05522,PAX05522,HOTEL405,2023-03-23,2025-10-17,5,No-Show,Credit Card,GBP,236.31
HB05523,PAX05523,HOTEL84,2023-04-08,2025-10-21,2,No-Show,Net Banking,USD,259.96
HB05524,PAX05524,HOTEL450,2024-03-15,2025-04-27,4,Pending,Credit Card,USD,82.4
HB05525,PAX05525,HOTEL307,2023-10-12,2025-11-08,5,Canceled,Credit Card,EUR,78.9
HB05526,PAX05526,HOTEL185,2024-06-20,2025-03-22,4,No-Show,UPI,EUR,53.96
HB05527,PAX05527,HOTEL391,2024-09-13,2025-11-05,3,No-Show,Credit Card,EUR,68.51
HB05528,PAX05528,HOTEL441,2025-01-07,2025-08-09,3,Confirmed,Net Banking,EUR,261.23
HB05529,PAX05529,HOTEL437,2024-11-14,2025-10-03,3,Canceled,UPI,INR,81.79
HB05530,PAX05530,HOTEL192,2023-03-13,2025-11-29,2,Confirmed,Credit Card,USD,464.41
HB05531,PAX05531,HOTEL492,2024-06-02,2025-03-01,3,Pending,Net Banking,USD,216.55
HB05532,PAX05532,HOTEL40,2024-02-27,2025-05-29,5,Canceled,UPI,EUR,176.79
HB05533,PAX05533,HOTEL333,2024-09-02,2026-01-16,2,Confirmed,PayPal,EUR,460.25
HB05534,PAX05534,HOTEL162,2024-09-10,2025-10-03,3,Confirmed,UPI,EUR,255.84
HB05535,PAX05535,HOTEL409,2024-04-10,2025-08-18,2,Canceled,UPI,GBP,149.64
HB05536,PAX05536,HOTEL28,2024-11-06,2025-06-23,5,Confirmed,PayPal,EUR,326.12
HB05537,PAX05537,HOTEL246,2024-02-14,2025-03-29,3,Pending,Credit Card,INR,280.87
HB05538,PAX05538,HOTEL407,2024-04-30,2025-06-24,5,Pending,PayPal,EUR,455.38
HB05539,PAX05539,HOTEL87,2023-04-20,2025-12-06,3,Pending,UPI,USD,372.46
HB05540,PAX05540,HOTEL366,2024-07-22,2026-01-02,5,Canceled,Net Banking,USD,446.0
HB05541,PAX05541,HOTEL482,2023-09-10,2025-12-05,3,Confirmed,Credit Card,USD,180.22
HB05542,PAX05542,HOTEL58,2024-03-06,2025-04-22,5,No-Show,PayPal,USD,462.47
HB05543,PAX05543,HOTEL123,2023-08-07,2025-12-17,2,Pending,Net Banking,USD,214.6
HB05544,PAX05544,HOTEL240,2024-12-04,2025-05-26,2,Confirmed,Credit Card,USD,348.48
HB05545,PAX05545,HOTEL318,2023-07-03,2025-12-18,3,Canceled,Credit Card,GBP,420.39
HB05546,PAX05546,HOTEL489,2023-06-19,2025-08-06,2,Confirmed,Credit Card,GBP,275.46
HB05547,PAX05547,HOTEL480,2024-09-09,2025-04-17,4,Confirmed,PayPal,INR,266.41
HB05548,PAX05548,HOTEL500,2024-10-05,2025-08-09,3,Pending,PayPal,USD,271.9
HB05549,PAX05549,HOTEL162,2023-03-22,2025-10-23,1,Pending,Net Banking,EUR,314.6
HB05550,PAX05550,HOTEL475,2023-09-13,2025-10-06,3,Canceled,PayPal,INR,402.83
HB05551,PAX05551,HOTEL138,2023-07-13,2025-10-14,2,Canceled,Net Banking,GBP,56.54
